,Active Learning Iteration,Metric,Value,Run,Set,Model,Label
30,35,Recall,0.2692307692307692,0,test,Discriminative,AL
31,35,Accuracy,0.6195814648729447,0,test,Discriminative,AL
32,40,MCC,0.1281203695793375,0,test,Discriminative,AL
33,40,Precision,0.8372093023255814,0,test,Discriminative,AL
34,40,Recall,0.055384615384615386,0,test,Discriminative,AL
35,40,Accuracy,0.5358744394618834,0,test,Discriminative,AL
36,45,MCC,0.3877784483360588,0,test,Discriminative,AL
37,45,Precision,0.8114285714285714,0,test,Discriminative,AL
38,45,Recall,0.4369230769230769,0,test,Discriminative,AL
39,45,Accuracy,0.6771300448430493,0,test,Discriminative,AL
40,50,MCC,0.3363000011580205,0,test,Discriminative,AL
41,50,Precision,0.8408163265306122,0,test,Discriminative,AL
42,50,Recall,0.3169230769230769,0,test,Discriminative,AL
43,50,Accuracy,0.6390134529147982,0,test,Discriminative,AL
