,Active Learning Iteration,Metric,Value,Run,Strategy
123,30,Accuracy,0.9791,1,Relative Entropy
0,0,MCC,0.8048786127103191,2,Relative Entropy
1,0,Precision,0.8964626391096979,2,Relative Entropy
2,0,Recall,0.9083769633507853,2,Relative Entropy
3,0,Accuracy,0.9024,2,Relative Entropy
4,1,MCC,0.9574094924435625,2,Relative Entropy
5,1,Precision,0.9763479655241531,2,Relative Entropy
6,1,Recall,0.9808699154248892,2,Relative Entropy
7,1,Accuracy,0.9787,2,Relative Entropy
8,2,MCC,0.9466016745542736,2,Relative Entropy
9,2,Precision,0.9718819039967865,2,Relative Entropy
10,2,Recall,0.9744260974627467,2,Relative Entropy
11,2,Accuracy,0.9733,2,Relative Entropy
12,3,MCC,0.9436101036962609,2,Relative Entropy
13,3,Precision,0.9693386773547095,2,Relative Entropy
14,3,Recall,0.9740233588401128,2,Relative Entropy
15,3,Accuracy,0.9718,2,Relative Entropy
16,4,MCC,0.9522233947034172,2,Relative Entropy
17,4,Precision,0.9726054789042191,2,Relative Entropy
18,4,Recall,0.9794603302456706,2,Relative Entropy
19,4,Accuracy,0.9761,2,Relative Entropy
20,5,MCC,0.9532145648743747,2,Relative Entropy
21,5,Precision,0.973768522226672,2,Relative Entropy
22,5,Recall,0.9792589609343536,2,Relative Entropy
23,5,Accuracy,0.9766,2,Relative Entropy
24,6,MCC,0.9578135635416373,2,Relative Entropy
25,6,Precision,0.9761666332866012,2,Relative Entropy
26,6,Recall,0.9814740233588402,2,Relative Entropy
27,6,Accuracy,0.9789,2,Relative Entropy
28,7,MCC,0.9580038770473952,2,Relative Entropy
29,7,Precision,0.9773183460457647,2,Relative Entropy
30,7,Recall,0.9804671768022554,2,Relative Entropy
31,7,Accuracy,0.979,2,Relative Entropy
32,8,MCC,0.9574094924435625,2,Relative Entropy
33,8,Precision,0.9763479655241531,2,Relative Entropy
34,8,Recall,0.9808699154248892,2,Relative Entropy
35,8,Accuracy,0.9787,2,Relative Entropy
36,9,MCC,0.9582077126910825,2,Relative Entropy
37,9,Precision,0.9769400441146983,2,Relative Entropy
38,9,Recall,0.9810712847362062,2,Relative Entropy
39,9,Accuracy,0.9791,2,Relative Entropy
40,10,MCC,0.9580146793103071,2,Relative Entropy
41,10,Precision,0.9761714056868241,2,Relative Entropy
42,10,Recall,0.981675392670157,2,Relative Entropy
43,10,Accuracy,0.979,2,Relative Entropy
44,11,MCC,0.9578158238548053,2,Relative Entropy
45,11,Precision,0.975975975975976,2,Relative Entropy
46,11,Recall,0.981675392670157,2,Relative Entropy
47,11,Accuracy,0.9789,2,Relative Entropy
48,12,MCC,0.9562182001356709,2,Relative Entropy
49,12,Precision,0.9749849909945968,2,Relative Entropy
50,12,Recall,0.9810712847362062,2,Relative Entropy
51,12,Accuracy,0.9781,2,Relative Entropy
52,13,MCC,0.9570135442609765,2,Relative Entropy
53,13,Precision,0.9757660725015022,2,Relative Entropy
54,13,Recall,0.9810712847362062,2,Relative Entropy
55,13,Accuracy,0.9785,2,Relative Entropy
56,14,MCC,0.9570135442609765,2,Relative Entropy
57,14,Precision,0.9757660725015022,2,Relative Entropy
58,14,Recall,0.9810712847362062,2,Relative Entropy
59,14,Accuracy,0.9785,2,Relative Entropy
60,15,MCC,0.9548220757415896,2,Relative Entropy
61,15,Precision,0.974,2,Relative Entropy
62,15,Recall,0.9806685461135722,2,Relative Entropy
63,15,Accuracy,0.9774,2,Relative Entropy
64,16,MCC,0.9546181628543813,2,Relative Entropy
65,16,Precision,0.9741845107064239,2,Relative Entropy
66,16,Recall,0.9802658074909384,2,Relative Entropy
67,16,Accuracy,0.9773,2,Relative Entropy
68,17,MCC,0.9546181628543813,2,Relative Entropy
69,17,Precision,0.9741845107064239,2,Relative Entropy
70,17,Recall,0.9802658074909384,2,Relative Entropy
71,17,Accuracy,0.9773,2,Relative Entropy
72,18,MCC,0.9484050231114985,2,Relative Entropy
73,18,Precision,0.9723113964686998,2,Relative Entropy
74,18,Recall,0.9758356826419654,2,Relative Entropy
75,18,Accuracy,0.9742,2,Relative Entropy
76,19,MCC,0.9494043179275236,2,Relative Entropy
77,19,Precision,0.9729078868151716,2,Relative Entropy
78,19,Recall,0.9762384212645993,2,Relative Entropy
79,19,Accuracy,0.9747,2,Relative Entropy
80,20,MCC,0.9504036520796839,2,Relative Entropy
81,20,Precision,0.9735046166198313,2,Relative Entropy
82,20,Recall,0.9766411598872332,2,Relative Entropy
83,20,Accuracy,0.9752,2,Relative Entropy
84,21,MCC,0.9510075218846232,2,Relative Entropy
85,21,Precision,0.9733306597152597,2,Relative Entropy
86,21,Recall,0.977446637132501,2,Relative Entropy
87,21,Accuracy,0.9755,2,Relative Entropy
88,22,MCC,0.9504050795934177,2,Relative Entropy
89,22,Precision,0.973314606741573,2,Relative Entropy
90,22,Recall,0.9768425291985502,2,Relative Entropy
91,22,Accuracy,0.9752,2,Relative Entropy
92,23,MCC,0.9516103046630935,2,Relative Entropy
93,23,Precision,0.9733466933867736,2,Relative Entropy
94,23,Recall,0.9780507450664518,2,Relative Entropy
95,23,Accuracy,0.9758,2,Relative Entropy
96,24,MCC,0.9516103046630935,2,Relative Entropy
97,24,Precision,0.9733466933867736,2,Relative Entropy
98,24,Recall,0.9780507450664518,2,Relative Entropy
99,24,Accuracy,0.9758,2,Relative Entropy
100,25,MCC,0.9516103046630935,2,Relative Entropy
101,25,Precision,0.9733466933867736,2,Relative Entropy
102,25,Recall,0.9780507450664518,2,Relative Entropy
103,25,Accuracy,0.9758,2,Relative Entropy
104,26,MCC,0.9518134189366817,2,Relative Entropy
105,26,Precision,0.9731624273983577,2,Relative Entropy
106,26,Recall,0.9784534836890858,2,Relative Entropy
107,26,Accuracy,0.9759,2,Relative Entropy
108,27,MCC,0.9506058558985341,2,Relative Entropy
109,27,Precision,0.9733199598796389,2,Relative Entropy
110,27,Recall,0.9770438985098671,2,Relative Entropy
111,27,Accuracy,0.9753,2,Relative Entropy
112,28,MCC,0.9504036520796839,2,Relative Entropy
113,28,Precision,0.9735046166198313,2,Relative Entropy
114,28,Recall,0.9766411598872332,2,Relative Entropy
115,28,Accuracy,0.9752,2,Relative Entropy
116,29,MCC,0.9528067240694449,2,Relative Entropy
117,29,Precision,0.9743281187324508,2,Relative Entropy
118,29,Recall,0.9782521143777688,2,Relative Entropy
119,29,Accuracy,0.9764,2,Relative Entropy
120,30,MCC,0.9584085988198842,2,Relative Entropy
121,30,Precision,0.976944667201283,2,Relative Entropy
122,30,Recall,0.9812726540475232,2,Relative Entropy
123,30,Accuracy,0.9792,2,Relative Entropy
0,0,MCC,0.7794456460963557,3,Relative Entropy
1,0,Precision,0.8849910304963126,3,Relative Entropy
2,0,Recall,0.8940797422472815,3,Relative Entropy
3,0,Accuracy,0.8897,3,Relative Entropy
4,1,MCC,0.7665878953005346,3,Relative Entropy
5,1,Precision,0.8836598666935973,3,Relative Entropy
6,1,Recall,0.8809907370116794,3,Relative Entropy
7,1,Accuracy,0.8833,3,Relative Entropy
8,2,MCC,0.5398287473418657,3,Relative Entropy
9,2,Precision,0.7659149870285372,3,Relative Entropy
10,2,Recall,0.7728554168344745,3,Relative Entropy
11,2,Accuracy,0.7699,3,Relative Entropy
12,3,MCC,0.5249851071006958,3,Relative Entropy
13,3,Precision,0.7646578140960163,3,Relative Entropy
14,3,Recall,0.7537253322593637,3,Relative Entropy
15,3,Accuracy,0.7625,3,Relative Entropy
16,4,MCC,0.8130124035609717,3,Relative Entropy
17,4,Precision,0.9035035035035035,3,Relative Entropy
18,4,Recall,0.9087797019734193,3,Relative Entropy
19,4,Accuracy,0.9065,3,Relative Entropy
20,5,MCC,0.7793963339985998,3,Relative Entropy
21,5,Precision,0.8879293030729062,3,Relative Entropy
22,5,Recall,0.8902537253322593,3,Relative Entropy
23,5,Accuracy,0.8897,3,Relative Entropy
24,6,MCC,0.8337956998498499,3,Relative Entropy
25,6,Precision,0.9155778894472362,3,Relative Entropy
26,6,Recall,0.9172372130487314,3,Relative Entropy
27,6,Accuracy,0.9169,3,Relative Entropy
28,7,MCC,0.8229934303739421,3,Relative Entropy
29,7,Precision,0.9104807885737276,3,Relative Entropy
30,7,Recall,0.9113975030205397,3,Relative Entropy
31,7,Accuracy,0.9115,3,Relative Entropy
32,8,MCC,0.8461943570194128,3,Relative Entropy
33,8,Precision,0.9221484610742305,3,Relative Entropy
34,8,Recall,0.9230769230769231,3,Relative Entropy
35,8,Accuracy,0.9231,3,Relative Entropy
36,9,MCC,0.8425971155890475,3,Relative Entropy
37,9,Precision,0.919831223628692,3,Relative Entropy
38,9,Recall,0.9218687072090214,3,Relative Entropy
39,9,Accuracy,0.9213,3,Relative Entropy
40,10,MCC,0.859995287840971,3,Relative Entropy
41,10,Precision,0.9290024135156878,3,Relative Entropy
42,10,Recall,0.9301248489730165,3,Relative Entropy
43,10,Accuracy,0.93,3,Relative Entropy
44,11,MCC,0.8571960477026889,3,Relative Entropy
45,11,Precision,0.9274225975070366,3,Relative Entropy
46,11,Recall,0.9289166331051147,3,Relative Entropy
47,11,Accuracy,0.9286,3,Relative Entropy
48,12,MCC,0.8635996753206148,3,Relative Entropy
49,12,Precision,0.9301204819277108,3,Relative Entropy
50,12,Recall,0.9327426500201369,3,Relative Entropy
51,12,Accuracy,0.9318,3,Relative Entropy
52,13,MCC,0.8624061027353214,3,Relative Entropy
53,13,Precision,0.9288291900561347,3,Relative Entropy
54,13,Recall,0.9329440193314539,3,Relative Entropy
55,13,Accuracy,0.9312,3,Relative Entropy
56,14,MCC,0.8711957224181427,3,Relative Entropy
57,14,Precision,0.9346339501206757,3,Relative Entropy
58,14,Recall,0.9357631896898913,3,Relative Entropy
59,14,Accuracy,0.9356,3,Relative Entropy
60,15,MCC,0.8775967951870168,3,Relative Entropy
61,15,Precision,0.9376759147567351,3,Relative Entropy
62,15,Recall,0.9391864679822794,3,Relative Entropy
63,15,Accuracy,0.9388,3,Relative Entropy
64,16,MCC,0.8771967805304614,3,Relative Entropy
65,16,Precision,0.9374748693204664,3,Relative Entropy
66,16,Recall,0.9389850986709626,3,Relative Entropy
67,16,Accuracy,0.9386,3,Relative Entropy
68,17,MCC,0.8791953525244202,3,Relative Entropy
69,17,Precision,0.9388329979879275,3,Relative Entropy
70,17,Recall,0.9395892066049134,3,Relative Entropy
71,17,Accuracy,0.9396,3,Relative Entropy
72,18,MCC,0.8783947780153826,3,Relative Entropy
73,18,Precision,0.9386070853462157,3,Relative Entropy
74,18,Recall,0.9389850986709626,3,Relative Entropy
75,18,Accuracy,0.9392,3,Relative Entropy
76,19,MCC,0.881197884754017,3,Relative Entropy
77,19,Precision,0.9393086816720257,3,Relative Entropy
78,19,Recall,0.941200161095449,3,Relative Entropy
79,19,Accuracy,0.9406,3,Relative Entropy
80,20,MCC,0.8815969417525713,3,Relative Entropy
81,20,Precision,0.9396863691194209,3,Relative Entropy
82,20,Recall,0.941200161095449,3,Relative Entropy
83,20,Accuracy,0.9408,3,Relative Entropy
84,21,MCC,0.8839962190777674,3,Relative Entropy
85,21,Precision,0.9410699919549477,3,Relative Entropy
86,21,Recall,0.9422070076520338,3,Relative Entropy
87,21,Accuracy,0.942,3,Relative Entropy
88,22,MCC,0.8831970003787931,3,Relative Entropy
89,22,Precision,0.9404905508644954,3,Relative Entropy
90,22,Recall,0.9420056383407168,3,Relative Entropy
91,22,Accuracy,0.9416,3,Relative Entropy
92,23,MCC,0.8851970736615703,3,Relative Entropy
93,23,Precision,0.9414957780458384,3,Relative Entropy
94,23,Recall,0.9430124848973016,3,Relative Entropy
95,23,Accuracy,0.9426,3,Relative Entropy
96,24,MCC,0.8863991539723097,3,Relative Entropy
97,24,Precision,0.941743672157493,3,Relative Entropy
98,24,Recall,0.9440193314538864,3,Relative Entropy
99,24,Accuracy,0.9432,3,Relative Entropy
100,25,MCC,0.8858057940261311,3,Relative Entropy
101,25,Precision,0.9406456787647884,3,Relative Entropy
102,25,Recall,0.9446234393878373,3,Relative Entropy
103,25,Accuracy,0.9429,3,Relative Entropy
104,26,MCC,0.8858057940261311,3,Relative Entropy
105,26,Precision,0.9406456787647884,3,Relative Entropy
106,26,Recall,0.9446234393878373,3,Relative Entropy
107,26,Accuracy,0.9429,3,Relative Entropy
108,27,MCC,0.8870010717246408,3,Relative Entropy
109,27,Precision,0.9417787592852841,3,Relative Entropy
110,27,Recall,0.9446234393878373,3,Relative Entropy
111,27,Accuracy,0.9435,3,Relative Entropy
112,28,MCC,0.8873997836398245,3,Relative Entropy
113,28,Precision,0.9421570596505322,3,Relative Entropy
114,28,Recall,0.9446234393878373,3,Relative Entropy
115,28,Accuracy,0.9437,3,Relative Entropy
116,29,MCC,0.8884033286539266,3,Relative Entropy
117,29,Precision,0.942215088282504,3,Relative Entropy
118,29,Recall,0.9456302859444221,3,Relative Entropy
119,29,Accuracy,0.9442,3,Relative Entropy
120,30,MCC,0.8884130199892869,3,Relative Entropy
121,30,Precision,0.9413295955146176,3,Relative Entropy
122,30,Recall,0.9466371325010069,3,Relative Entropy
123,30,Accuracy,0.9442,3,Relative Entropy
0,0,MCC,0.7742659098530368,4,Relative Entropy
1,0,Precision,0.8816391485975731,4,Relative Entropy
2,0,Recall,0.8924687877567459,4,Relative Entropy
3,0,Accuracy,0.8871,4,Relative Entropy
4,1,MCC,0.9574076914903648,4,Relative Entropy
5,1,Precision,0.9765390014036495,4,Relative Entropy
6,1,Recall,0.9806685461135722,4,Relative Entropy
7,1,Accuracy,0.9787,4,Relative Entropy
8,2,MCC,0.9464022521462708,4,Relative Entropy
9,2,Precision,0.9716867469879518,4,Relative Entropy
10,2,Recall,0.9744260974627467,4,Relative Entropy
11,2,Accuracy,0.9732,4,Relative Entropy
12,3,MCC,0.943206464476656,4,Relative Entropy
13,3,Precision,0.9695146409947853,4,Relative Entropy
14,3,Recall,0.9734192509061619,4,Relative Entropy
15,3,Accuracy,0.9716,4,Relative Entropy
16,4,MCC,0.9400120565183706,4,Relative Entropy
17,4,Precision,0.9673477564102564,4,Relative Entropy
18,4,Recall,0.9724124043495771,4,Relative Entropy
19,4,Accuracy,0.97,4,Relative Entropy
20,5,MCC,0.9394090327079643,4,Relative Entropy
21,5,Precision,0.9673281218681098,4,Relative Entropy
22,5,Recall,0.9718082964156263,4,Relative Entropy
23,5,Accuracy,0.9697,4,Relative Entropy
24,6,MCC,0.9386131008057794,4,Relative Entropy
25,6,Precision,0.966553174444222,4,Relative Entropy
26,6,Recall,0.9718082964156263,4,Relative Entropy
27,6,Accuracy,0.9693,4,Relative Entropy
28,7,MCC,0.9438390658519599,4,Relative Entropy
29,7,Precision,0.9674715625623628,4,Relative Entropy
