Active Learning Iteration,Metric,Value,Run,Set,Model,Label
48,Recall,0.575,0,test,Generative,AL
48,Accuracy,0.8594594594594595,0,test,Generative,AL
49,MCC,0.5582802556688995,0,test,Generative,AL
49,Precision,0.71875,0,test,Generative,AL
49,Recall,0.575,0,test,Generative,AL
49,Accuracy,0.8594594594594595,0,test,Generative,AL
50,MCC,0.5582802556688995,0,test,Generative,AL
50,Precision,0.71875,0,test,Generative,AL
50,Recall,0.575,0,test,Generative,AL
50,Accuracy,0.8594594594594595,0,test,Generative,AL
0,MCC,0.16383327591926902,1,test,Generative,AL
0,Precision,0.46153846153846156,1,test,Generative,AL
0,Recall,0.15,1,test,Generative,AL
0,Accuracy,0.7783783783783784,1,test,Generative,AL
1,MCC,-0.011701146768577735,1,test,Generative,AL
1,Precision,0.2,1,test,Generative,AL
1,Recall,0.075,1,test,Generative,AL
1,Accuracy,0.7351351351351352,1,test,Generative,AL
2,MCC,0.05043229090875952,1,test,Generative,AL
2,Precision,0.2727272727272727,1,test,Generative,AL
2,Recall,0.15,1,test,Generative,AL
2,Accuracy,0.7297297297297297,1,test,Generative,AL
3,MCC,-0.011701146768577735,1,test,Generative,AL
3,Precision,0.2,1,test,Generative,AL
3,Recall,0.075,1,test,Generative,AL
3,Accuracy,0.7351351351351352,1,test,Generative,AL
4,MCC,0.05043229090875952,1,test,Generative,AL
4,Precision,0.2727272727272727,1,test,Generative,AL
4,Recall,0.15,1,test,Generative,AL
4,Accuracy,0.7297297297297297,1,test,Generative,AL
5,MCC,0.014200477428076832,1,test,Generative,AL
5,Precision,0.2222222222222222,1,test,Generative,AL
5,Recall,0.5,1,test,Generative,AL
5,Accuracy,0.5135135135135135,1,test,Generative,AL
6,MCC,0.4376726766722981,1,test,Generative,AL
6,Precision,0.6428571428571429,1,test,Generative,AL
6,Recall,0.45,1,test,Generative,AL
6,Accuracy,0.827027027027027,1,test,Generative,AL
7,MCC,0.5777786371503536,1,test,Generative,AL
7,Precision,0.8636363636363636,1,test,Generative,AL
7,Recall,0.475,1,test,Generative,AL
7,Accuracy,0.8702702702702703,1,test,Generative,AL
8,MCC,0.6008807375595612,1,test,Generative,AL
8,Precision,0.9473684210526315,1,test,Generative,AL
8,Recall,0.45,1,test,Generative,AL
8,Accuracy,0.8756756756756757,1,test,Generative,AL
9,MCC,0.6008807375595612,1,test,Generative,AL
9,Precision,0.9473684210526315,1,test,Generative,AL
9,Recall,0.45,1,test,Generative,AL
9,Accuracy,0.8756756756756757,1,test,Generative,AL
10,MCC,0.6008807375595612,1,test,Generative,AL
10,Precision,0.9473684210526315,1,test,Generative,AL
10,Recall,0.45,1,test,Generative,AL
10,Accuracy,0.8756756756756757,1,test,Generative,AL
11,MCC,0.6008807375595612,1,test,Generative,AL
11,Precision,0.9473684210526315,1,test,Generative,AL
11,Recall,0.45,1,test,Generative,AL
11,Accuracy,0.8756756756756757,1,test,Generative,AL
12,MCC,0.6008807375595612,1,test,Generative,AL
12,Precision,0.9473684210526315,1,test,Generative,AL
12,Recall,0.45,1,test,Generative,AL
12,Accuracy,0.8756756756756757,1,test,Generative,AL
13,MCC,0.6008807375595612,1,test,Generative,AL
13,Precision,0.9473684210526315,1,test,Generative,AL
13,Recall,0.45,1,test,Generative,AL
13,Accuracy,0.8756756756756757,1,test,Generative,AL
14,MCC,0.6008807375595612,1,test,Generative,AL
14,Precision,0.9473684210526315,1,test,Generative,AL
14,Recall,0.45,1,test,Generative,AL
14,Accuracy,0.8756756756756757,1,test,Generative,AL
15,MCC,0.6008807375595612,1,test,Generative,AL
15,Precision,0.9473684210526315,1,test,Generative,AL
15,Recall,0.45,1,test,Generative,AL
15,Accuracy,0.8756756756756757,1,test,Generative,AL
16,MCC,0.6008807375595612,1,test,Generative,AL
16,Precision,0.9473684210526315,1,test,Generative,AL
16,Recall,0.45,1,test,Generative,AL
16,Accuracy,0.8756756756756757,1,test,Generative,AL
17,MCC,0.6008807375595612,1,test,Generative,AL
17,Precision,0.9473684210526315,1,test,Generative,AL
17,Recall,0.45,1,test,Generative,AL
17,Accuracy,0.8756756756756757,1,test,Generative,AL
18,MCC,0.6008807375595612,1,test,Generative,AL
18,Precision,0.9473684210526315,1,test,Generative,AL
18,Recall,0.45,1,test,Generative,AL
18,Accuracy,0.8756756756756757,1,test,Generative,AL
19,MCC,0.6008807375595612,1,test,Generative,AL
19,Precision,0.9473684210526315,1,test,Generative,AL
19,Recall,0.45,1,test,Generative,AL
19,Accuracy,0.8756756756756757,1,test,Generative,AL
20,MCC,0.6008807375595612,1,test,Generative,AL
20,Precision,0.9473684210526315,1,test,Generative,AL
20,Recall,0.45,1,test,Generative,AL
20,Accuracy,0.8756756756756757,1,test,Generative,AL
21,MCC,0.6008807375595612,1,test,Generative,AL
21,Precision,0.9473684210526315,1,test,Generative,AL
21,Recall,0.45,1,test,Generative,AL
21,Accuracy,0.8756756756756757,1,test,Generative,AL
22,MCC,0.5680907188553058,1,test,Generative,AL
22,Precision,0.7586206896551724,1,test,Generative,AL
22,Recall,0.55,1,test,Generative,AL
22,Accuracy,0.8648648648648649,1,test,Generative,AL
23,MCC,0.5680907188553058,1,test,Generative,AL
23,Precision,0.7586206896551724,1,test,Generative,AL
23,Recall,0.55,1,test,Generative,AL
23,Accuracy,0.8648648648648649,1,test,Generative,AL
24,MCC,0.5680907188553058,1,test,Generative,AL
24,Precision,0.7586206896551724,1,test,Generative,AL
24,Recall,0.55,1,test,Generative,AL
24,Accuracy,0.8648648648648649,1,test,Generative,AL
25,MCC,0.5680907188553058,1,test,Generative,AL
25,Precision,0.7586206896551724,1,test,Generative,AL
25,Recall,0.55,1,test,Generative,AL
25,Accuracy,0.8648648648648649,1,test,Generative,AL
26,MCC,0.5680907188553058,1,test,Generative,AL
26,Precision,0.7586206896551724,1,test,Generative,AL
26,Recall,0.55,1,test,Generative,AL
26,Accuracy,0.8648648648648649,1,test,Generative,AL
27,MCC,0.5680907188553058,1,test,Generative,AL
27,Precision,0.7586206896551724,1,test,Generative,AL
27,Recall,0.55,1,test,Generative,AL
27,Accuracy,0.8648648648648649,1,test,Generative,AL
28,MCC,0.5680907188553058,1,test,Generative,AL
28,Precision,0.7586206896551724,1,test,Generative,AL
28,Recall,0.55,1,test,Generative,AL
28,Accuracy,0.8648648648648649,1,test,Generative,AL
29,MCC,0.5680907188553058,1,test,Generative,AL
29,Precision,0.7586206896551724,1,test,Generative,AL
29,Recall,0.55,1,test,Generative,AL
29,Accuracy,0.8648648648648649,1,test,Generative,AL
30,MCC,0.5680907188553058,1,test,Generative,AL
30,Precision,0.7586206896551724,1,test,Generative,AL
30,Recall,0.55,1,test,Generative,AL
30,Accuracy,0.8648648648648649,1,test,Generative,AL
31,MCC,0.5680907188553058,1,test,Generative,AL
31,Precision,0.7586206896551724,1,test,Generative,AL
31,Recall,0.55,1,test,Generative,AL
31,Accuracy,0.8648648648648649,1,test,Generative,AL
32,MCC,0.5680907188553058,1,test,Generative,AL
32,Precision,0.7586206896551724,1,test,Generative,AL
32,Recall,0.55,1,test,Generative,AL
32,Accuracy,0.8648648648648649,1,test,Generative,AL
33,MCC,0.5680907188553058,1,test,Generative,AL
33,Precision,0.7586206896551724,1,test,Generative,AL
33,Recall,0.55,1,test,Generative,AL
33,Accuracy,0.8648648648648649,1,test,Generative,AL
34,MCC,0.5680907188553058,1,test,Generative,AL
34,Precision,0.7586206896551724,1,test,Generative,AL
34,Recall,0.55,1,test,Generative,AL
34,Accuracy,0.8648648648648649,1,test,Generative,AL
35,MCC,0.5680907188553058,1,test,Generative,AL
35,Precision,0.7586206896551724,1,test,Generative,AL
35,Recall,0.55,1,test,Generative,AL
35,Accuracy,0.8648648648648649,1,test,Generative,AL
36,MCC,0.5680907188553058,1,test,Generative,AL
36,Precision,0.7586206896551724,1,test,Generative,AL
36,Recall,0.55,1,test,Generative,AL
36,Accuracy,0.8648648648648649,1,test,Generative,AL
37,MCC,0.5680907188553058,1,test,Generative,AL
37,Precision,0.7586206896551724,1,test,Generative,AL
37,Recall,0.55,1,test,Generative,AL
37,Accuracy,0.8648648648648649,1,test,Generative,AL
38,MCC,0.5680907188553058,1,test,Generative,AL
38,Precision,0.7586206896551724,1,test,Generative,AL
38,Recall,0.55,1,test,Generative,AL
38,Accuracy,0.8648648648648649,1,test,Generative,AL
39,MCC,0.5680907188553058,1,test,Generative,AL
39,Precision,0.7586206896551724,1,test,Generative,AL
39,Recall,0.55,1,test,Generative,AL
39,Accuracy,0.8648648648648649,1,test,Generative,AL
40,MCC,0.5680907188553058,1,test,Generative,AL
40,Precision,0.7586206896551724,1,test,Generative,AL
40,Recall,0.55,1,test,Generative,AL
40,Accuracy,0.8648648648648649,1,test,Generative,AL
41,MCC,0.5680907188553058,1,test,Generative,AL
41,Precision,0.7586206896551724,1,test,Generative,AL
41,Recall,0.55,1,test,Generative,AL
41,Accuracy,0.8648648648648649,1,test,Generative,AL
42,MCC,0.5680907188553058,1,test,Generative,AL
42,Precision,0.7586206896551724,1,test,Generative,AL
42,Recall,0.55,1,test,Generative,AL
42,Accuracy,0.8648648648648649,1,test,Generative,AL
43,MCC,0.5680907188553058,1,test,Generative,AL
43,Precision,0.7586206896551724,1,test,Generative,AL
43,Recall,0.55,1,test,Generative,AL
43,Accuracy,0.8648648648648649,1,test,Generative,AL
44,MCC,0.5680907188553058,1,test,Generative,AL
44,Precision,0.7586206896551724,1,test,Generative,AL
44,Recall,0.55,1,test,Generative,AL
44,Accuracy,0.8648648648648649,1,test,Generative,AL
45,MCC,0.5680907188553058,1,test,Generative,AL
45,Precision,0.7586206896551724,1,test,Generative,AL
45,Recall,0.55,1,test,Generative,AL
45,Accuracy,0.8648648648648649,1,test,Generative,AL
46,MCC,0.5680907188553058,1,test,Generative,AL
46,Precision,0.7586206896551724,1,test,Generative,AL
46,Recall,0.55,1,test,Generative,AL
46,Accuracy,0.8648648648648649,1,test,Generative,AL
47,MCC,0.5680907188553058,1,test,Generative,AL
47,Precision,0.7586206896551724,1,test,Generative,AL
47,Recall,0.55,1,test,Generative,AL
47,Accuracy,0.8648648648648649,1,test,Generative,AL
48,MCC,0.5680907188553058,1,test,Generative,AL
48,Precision,0.7586206896551724,1,test,Generative,AL
48,Recall,0.55,1,test,Generative,AL
48,Accuracy,0.8648648648648649,1,test,Generative,AL
49,MCC,0.5680907188553058,1,test,Generative,AL
49,Precision,0.7586206896551724,1,test,Generative,AL
49,Recall,0.55,1,test,Generative,AL
49,Accuracy,0.8648648648648649,1,test,Generative,AL
50,MCC,0.5680907188553058,1,test,Generative,AL
50,Precision,0.7586206896551724,1,test,Generative,AL
50,Recall,0.55,1,test,Generative,AL
50,Accuracy,0.8648648648648649,1,test,Generative,AL
0,MCC,0.16383327591926902,2,test,Generative,AL
0,Precision,0.46153846153846156,2,test,Generative,AL
0,Recall,0.15,2,test,Generative,AL
0,Accuracy,0.7783783783783784,2,test,Generative,AL
1,MCC,-0.031700419821133134,2,test,Generative,AL
1,Precision,0.16666666666666666,2,test,Generative,AL
1,Recall,0.05,2,test,Generative,AL
1,Accuracy,0.7405405405405405,2,test,Generative,AL
2,MCC,0.05043229090875952,2,test,Generative,AL
2,Precision,0.2727272727272727,2,test,Generative,AL
2,Recall,0.15,2,test,Generative,AL
2,Accuracy,0.7297297297297297,2,test,Generative,AL
3,MCC,0.5582802556688995,2,test,Generative,AL
3,Precision,0.71875,2,test,Generative,AL
3,Recall,0.575,2,test,Generative,AL
3,Accuracy,0.8594594594594595,2,test,Generative,AL
4,MCC,0.5582802556688995,2,test,Generative,AL
4,Precision,0.71875,2,test,Generative,AL
4,Recall,0.575,2,test,Generative,AL
4,Accuracy,0.8594594594594595,2,test,Generative,AL
5,MCC,0.5680907188553058,2,test,Generative,AL
5,Precision,0.7586206896551724,2,test,Generative,AL
5,Recall,0.55,2,test,Generative,AL
5,Accuracy,0.8648648648648649,2,test,Generative,AL
6,MCC,0.5680907188553058,2,test,Generative,AL
6,Precision,0.7586206896551724,2,test,Generative,AL
6,Recall,0.55,2,test,Generative,AL
6,Accuracy,0.8648648648648649,2,test,Generative,AL
7,MCC,0.5680907188553058,2,test,Generative,AL
7,Precision,0.7586206896551724,2,test,Generative,AL
7,Recall,0.55,2,test,Generative,AL
7,Accuracy,0.8648648648648649,2,test,Generative,AL
8,MCC,0.5680907188553058,2,test,Generative,AL
8,Precision,0.7586206896551724,2,test,Generative,AL
8,Recall,0.55,2,test,Generative,AL
8,Accuracy,0.8648648648648649,2,test,Generative,AL
9,MCC,0.5680907188553058,2,test,Generative,AL
9,Precision,0.7586206896551724,2,test,Generative,AL
9,Recall,0.55,2,test,Generative,AL
9,Accuracy,0.8648648648648649,2,test,Generative,AL
10,MCC,0.5680907188553058,2,test,Generative,AL
10,Precision,0.7586206896551724,2,test,Generative,AL
10,Recall,0.55,2,test,Generative,AL
10,Accuracy,0.8648648648648649,2,test,Generative,AL
11,MCC,0.5680907188553058,2,test,Generative,AL
11,Precision,0.7586206896551724,2,test,Generative,AL
11,Recall,0.55,2,test,Generative,AL
11,Accuracy,0.8648648648648649,2,test,Generative,AL
12,MCC,0.5680907188553058,2,test,Generative,AL
12,Precision,0.7586206896551724,2,test,Generative,AL
12,Recall,0.55,2,test,Generative,AL
12,Accuracy,0.8648648648648649,2,test,Generative,AL
13,MCC,0.5680907188553058,2,test,Generative,AL
13,Precision,0.7586206896551724,2,test,Generative,AL
13,Recall,0.55,2,test,Generative,AL
13,Accuracy,0.8648648648648649,2,test,Generative,AL
14,MCC,0.5680907188553058,2,test,Generative,AL
14,Precision,0.7586206896551724,2,test,Generative,AL
14,Recall,0.55,2,test,Generative,AL
14,Accuracy,0.8648648648648649,2,test,Generative,AL
15,MCC,0.5680907188553058,2,test,Generative,AL
15,Precision,0.7586206896551724,2,test,Generative,AL
15,Recall,0.55,2,test,Generative,AL
15,Accuracy,0.8648648648648649,2,test,Generative,AL
16,MCC,0.5680907188553058,2,test,Generative,AL
16,Precision,0.7586206896551724,2,test,Generative,AL
16,Recall,0.55,2,test,Generative,AL
16,Accuracy,0.8648648648648649,2,test,Generative,AL
17,MCC,0.5680907188553058,2,test,Generative,AL
17,Precision,0.7586206896551724,2,test,Generative,AL
17,Recall,0.55,2,test,Generative,AL
17,Accuracy,0.8648648648648649,2,test,Generative,AL
18,MCC,0.5680907188553058,2,test,Generative,AL
18,Precision,0.7586206896551724,2,test,Generative,AL
18,Recall,0.55,2,test,Generative,AL
18,Accuracy,0.8648648648648649,2,test,Generative,AL
19,MCC,0.5680907188553058,2,test,Generative,AL
19,Precision,0.7586206896551724,2,test,Generative,AL
19,Recall,0.55,2,test,Generative,AL
19,Accuracy,0.8648648648648649,2,test,Generative,AL
20,MCC,0.5680907188553058,2,test,Generative,AL
20,Precision,0.7586206896551724,2,test,Generative,AL
20,Recall,0.55,2,test,Generative,AL
20,Accuracy,0.8648648648648649,2,test,Generative,AL
21,MCC,0.5680907188553058,2,test,Generative,AL
21,Precision,0.7586206896551724,2,test,Generative,AL
21,Recall,0.55,2,test,Generative,AL
21,Accuracy,0.8648648648648649,2,test,Generative,AL
22,MCC,0.5680907188553058,2,test,Generative,AL
22,Precision,0.7586206896551724,2,test,Generative,AL
22,Recall,0.55,2,test,Generative,AL
22,Accuracy,0.8648648648648649,2,test,Generative,AL
23,MCC,0.5680907188553058,2,test,Generative,AL
23,Precision,0.7586206896551724,2,test,Generative,AL
23,Recall,0.55,2,test,Generative,AL
23,Accuracy,0.8648648648648649,2,test,Generative,AL
24,MCC,0.5680907188553058,2,test,Generative,AL
24,Precision,0.7586206896551724,2,test,Generative,AL
24,Recall,0.55,2,test,Generative,AL
24,Accuracy,0.8648648648648649,2,test,Generative,AL
25,MCC,0.5680907188553058,2,test,Generative,AL
25,Precision,0.7586206896551724,2,test,Generative,AL
25,Recall,0.55,2,test,Generative,AL
25,Accuracy,0.8648648648648649,2,test,Generative,AL
26,MCC,0.5680907188553058,2,test,Generative,AL
26,Precision,0.7586206896551724,2,test,Generative,AL
26,Recall,0.55,2,test,Generative,AL
26,Accuracy,0.8648648648648649,2,test,Generative,AL
27,MCC,0.5680907188553058,2,test,Generative,AL
27,Precision,0.7586206896551724,2,test,Generative,AL
27,Recall,0.55,2,test,Generative,AL
27,Accuracy,0.8648648648648649,2,test,Generative,AL
28,MCC,0.5680907188553058,2,test,Generative,AL
28,Precision,0.7586206896551724,2,test,Generative,AL
28,Recall,0.55,2,test,Generative,AL
28,Accuracy,0.8648648648648649,2,test,Generative,AL
29,MCC,0.5680907188553058,2,test,Generative,AL
29,Precision,0.7586206896551724,2,test,Generative,AL
29,Recall,0.55,2,test,Generative,AL
29,Accuracy,0.8648648648648649,2,test,Generative,AL
30,MCC,0.5680907188553058,2,test,Generative,AL
30,Precision,0.7586206896551724,2,test,Generative,AL
30,Recall,0.55,2,test,Generative,AL
30,Accuracy,0.8648648648648649,2,test,Generative,AL
31,MCC,0.5680907188553058,2,test,Generative,AL
31,Precision,0.7586206896551724,2,test,Generative,AL
31,Recall,0.55,2,test,Generative,AL
31,Accuracy,0.8648648648648649,2,test,Generative,AL
32,MCC,0.5680907188553058,2,test,Generative,AL
32,Precision,0.7586206896551724,2,test,Generative,AL
32,Recall,0.55,2,test,Generative,AL
32,Accuracy,0.8648648648648649,2,test,Generative,AL
33,MCC,0.5680907188553058,2,test,Generative,AL
33,Precision,0.7586206896551724,2,test,Generative,AL
33,Recall,0.55,2,test,Generative,AL
33,Accuracy,0.8648648648648649,2,test,Generative,AL
34,MCC,0.5680907188553058,2,test,Generative,AL
34,Precision,0.7586206896551724,2,test,Generative,AL
34,Recall,0.55,2,test,Generative,AL
34,Accuracy,0.8648648648648649,2,test,Generative,AL
35,MCC,0.5680907188553058,2,test,Generative,AL
35,Precision,0.7586206896551724,2,test,Generative,AL
35,Recall,0.55,2,test,Generative,AL
35,Accuracy,0.8648648648648649,2,test,Generative,AL
36,MCC,0.5680907188553058,2,test,Generative,AL
36,Precision,0.7586206896551724,2,test,Generative,AL
36,Recall,0.55,2,test,Generative,AL
36,Accuracy,0.8648648648648649,2,test,Generative,AL
37,MCC,0.5680907188553058,2,test,Generative,AL
37,Precision,0.7586206896551724,2,test,Generative,AL
37,Recall,0.55,2,test,Generative,AL
37,Accuracy,0.8648648648648649,2,test,Generative,AL
38,MCC,0.5680907188553058,2,test,Generative,AL
38,Precision,0.7586206896551724,2,test,Generative,AL
38,Recall,0.55,2,test,Generative,AL
38,Accuracy,0.8648648648648649,2,test,Generative,AL
39,MCC,0.5680907188553058,2,test,Generative,AL
39,Precision,0.7586206896551724,2,test,Generative,AL
39,Recall,0.55,2,test,Generative,AL
39,Accuracy,0.8648648648648649,2,test,Generative,AL
40,MCC,0.5680907188553058,2,test,Generative,AL
40,Precision,0.7586206896551724,2,test,Generative,AL
40,Recall,0.55,2,test,Generative,AL
40,Accuracy,0.8648648648648649,2,test,Generative,AL
41,MCC,0.5680907188553058,2,test,Generative,AL
41,Precision,0.7586206896551724,2,test,Generative,AL
41,Recall,0.55,2,test,Generative,AL
41,Accuracy,0.8648648648648649,2,test,Generative,AL
42,MCC,0.5680907188553058,2,test,Generative,AL
42,Precision,0.7586206896551724,2,test,Generative,AL
42,Recall,0.55,2,test,Generative,AL
42,Accuracy,0.8648648648648649,2,test,Generative,AL
43,MCC,0.5680907188553058,2,test,Generative,AL
43,Precision,0.7586206896551724,2,test,Generative,AL
43,Recall,0.55,2,test,Generative,AL
43,Accuracy,0.8648648648648649,2,test,Generative,AL
44,MCC,0.5680907188553058,2,test,Generative,AL
44,Precision,0.7586206896551724,2,test,Generative,AL
44,Recall,0.55,2,test,Generative,AL
44,Accuracy,0.8648648648648649,2,test,Generative,AL
45,MCC,0.5680907188553058,2,test,Generative,AL
45,Precision,0.7586206896551724,2,test,Generative,AL
45,Recall,0.55,2,test,Generative,AL
45,Accuracy,0.8648648648648649,2,test,Generative,AL
46,MCC,0.5680907188553058,2,test,Generative,AL
46,Precision,0.7586206896551724,2,test,Generative,AL
46,Recall,0.55,2,test,Generative,AL
46,Accuracy,0.8648648648648649,2,test,Generative,AL
47,MCC,0.5680907188553058,2,test,Generative,AL
47,Precision,0.7586206896551724,2,test,Generative,AL
47,Recall,0.55,2,test,Generative,AL
47,Accuracy,0.8648648648648649,2,test,Generative,AL
48,MCC,0.5680907188553058,2,test,Generative,AL
48,Precision,0.7586206896551724,2,test,Generative,AL
48,Recall,0.55,2,test,Generative,AL
48,Accuracy,0.8648648648648649,2,test,Generative,AL
49,MCC,0.5680907188553058,2,test,Generative,AL
49,Precision,0.7586206896551724,2,test,Generative,AL
49,Recall,0.55,2,test,Generative,AL
49,Accuracy,0.8648648648648649,2,test,Generative,AL
50,MCC,0.5680907188553058,2,test,Generative,AL
50,Precision,0.7586206896551724,2,test,Generative,AL
50,Recall,0.55,2,test,Generative,AL
50,Accuracy,0.8648648648648649,2,test,Generative,AL
0,MCC,0.16383327591926902,3,test,Generative,AL
0,Precision,0.46153846153846156,3,test,Generative,AL
0,Recall,0.15,3,test,Generative,AL
0,Accuracy,0.7783783783783784,3,test,Generative,AL
1,MCC,-0.031700419821133134,3,test,Generative,AL
1,Precision,0.16666666666666666,3,test,Generative,AL
1,Recall,0.05,3,test,Generative,AL
1,Accuracy,0.7405405405405405,3,test,Generative,AL
2,MCC,0.05043229090875952,3,test,Generative,AL
2,Precision,0.2727272727272727,3,test,Generative,AL
2,Recall,0.15,3,test,Generative,AL
2,Accuracy,0.7297297297297297,3,test,Generative,AL
3,MCC,0.5582802556688995,3,test,Generative,AL
3,Precision,0.71875,3,test,Generative,AL
3,Recall,0.575,3,test,Generative,AL
3,Accuracy,0.8594594594594595,3,test,Generative,AL
4,MCC,0.5582802556688995,3,test,Generative,AL
4,Precision,0.71875,3,test,Generative,AL
4,Recall,0.575,3,test,Generative,AL
4,Accuracy,0.8594594594594595,3,test,Generative,AL
5,MCC,0.5680907188553058,3,test,Generative,AL
5,Precision,0.7586206896551724,3,test,Generative,AL
5,Recall,0.55,3,test,Generative,AL
5,Accuracy,0.8648648648648649,3,test,Generative,AL
6,MCC,0.5680907188553058,3,test,Generative,AL
6,Precision,0.7586206896551724,3,test,Generative,AL
6,Recall,0.55,3,test,Generative,AL
6,Accuracy,0.8648648648648649,3,test,Generative,AL
7,MCC,0.16383327591926902,3,test,Generative,AL
7,Precision,0.46153846153846156,3,test,Generative,AL
7,Recall,0.15,3,test,Generative,AL
7,Accuracy,0.7783783783783784,3,test,Generative,AL
8,MCC,0.5680907188553058,3,test,Generative,AL
8,Precision,0.7586206896551724,3,test,Generative,AL
8,Recall,0.55,3,test,Generative,AL
8,Accuracy,0.8648648648648649,3,test,Generative,AL
9,MCC,0.5680907188553058,3,test,Generative,AL
9,Precision,0.7586206896551724,3,test,Generative,AL
9,Recall,0.55,3,test,Generative,AL
9,Accuracy,0.8648648648648649,3,test,Generative,AL
10,MCC,0.5680907188553058,3,test,Generative,AL
10,Precision,0.7586206896551724,3,test,Generative,AL
10,Recall,0.55,3,test,Generative,AL
10,Accuracy,0.8648648648648649,3,test,Generative,AL
11,MCC,0.5680907188553058,3,test,Generative,AL
11,Precision,0.7586206896551724,3,test,Generative,AL
11,Recall,0.55,3,test,Generative,AL
11,Accuracy,0.8648648648648649,3,test,Generative,AL
12,MCC,0.5680907188553058,3,test,Generative,AL
12,Precision,0.7586206896551724,3,test,Generative,AL
12,Recall,0.55,3,test,Generative,AL
12,Accuracy,0.8648648648648649,3,test,Generative,AL
13,MCC,0.5680907188553058,3,test,Generative,AL
13,Precision,0.7586206896551724,3,test,Generative,AL
13,Recall,0.55,3,test,Generative,AL
13,Accuracy,0.8648648648648649,3,test,Generative,AL
14,MCC,0.5680907188553058,3,test,Generative,AL
14,Precision,0.7586206896551724,3,test,Generative,AL
14,Recall,0.55,3,test,Generative,AL
14,Accuracy,0.8648648648648649,3,test,Generative,AL
15,MCC,0.5680907188553058,3,test,Generative,AL
15,Precision,0.7586206896551724,3,test,Generative,AL
15,Recall,0.55,3,test,Generative,AL
15,Accuracy,0.8648648648648649,3,test,Generative,AL
16,MCC,0.5680907188553058,3,test,Generative,AL
16,Precision,0.7586206896551724,3,test,Generative,AL
16,Recall,0.55,3,test,Generative,AL
16,Accuracy,0.8648648648648649,3,test,Generative,AL
17,MCC,0.5680907188553058,3,test,Generative,AL
17,Precision,0.7586206896551724,3,test,Generative,AL
17,Recall,0.55,3,test,Generative,AL
17,Accuracy,0.8648648648648649,3,test,Generative,AL
18,MCC,0.5680907188553058,3,test,Generative,AL
18,Precision,0.7586206896551724,3,test,Generative,AL
18,Recall,0.55,3,test,Generative,AL
18,Accuracy,0.8648648648648649,3,test,Generative,AL
19,MCC,0.5680907188553058,3,test,Generative,AL
19,Precision,0.7586206896551724,3,test,Generative,AL
19,Recall,0.55,3,test,Generative,AL
19,Accuracy,0.8648648648648649,3,test,Generative,AL
20,MCC,0.5680907188553058,3,test,Generative,AL
20,Precision,0.7586206896551724,3,test,Generative,AL
20,Recall,0.55,3,test,Generative,AL
20,Accuracy,0.8648648648648649,3,test,Generative,AL
21,MCC,0.5680907188553058,3,test,Generative,AL
21,Precision,0.7586206896551724,3,test,Generative,AL
21,Recall,0.55,3,test,Generative,AL
21,Accuracy,0.8648648648648649,3,test,Generative,AL
22,MCC,0.5680907188553058,3,test,Generative,AL
22,Precision,0.7586206896551724,3,test,Generative,AL
22,Recall,0.55,3,test,Generative,AL
22,Accuracy,0.8648648648648649,3,test,Generative,AL
23,MCC,0.5680907188553058,3,test,Generative,AL
23,Precision,0.7586206896551724,3,test,Generative,AL
23,Recall,0.55,3,test,Generative,AL
23,Accuracy,0.8648648648648649,3,test,Generative,AL
24,MCC,0.5680907188553058,3,test,Generative,AL
24,Precision,0.7586206896551724,3,test,Generative,AL
24,Recall,0.55,3,test,Generative,AL
24,Accuracy,0.8648648648648649,3,test,Generative,AL
25,MCC,0.5680907188553058,3,test,Generative,AL
25,Precision,0.7586206896551724,3,test,Generative,AL
25,Recall,0.55,3,test,Generative,AL
25,Accuracy,0.8648648648648649,3,test,Generative,AL
26,MCC,0.5680907188553058,3,test,Generative,AL
26,Precision,0.7586206896551724,3,test,Generative,AL
26,Recall,0.55,3,test,Generative,AL
26,Accuracy,0.8648648648648649,3,test,Generative,AL
27,MCC,0.5680907188553058,3,test,Generative,AL
27,Precision,0.7586206896551724,3,test,Generative,AL
27,Recall,0.55,3,test,Generative,AL
27,Accuracy,0.8648648648648649,3,test,Generative,AL
28,MCC,0.5680907188553058,3,test,Generative,AL
28,Precision,0.7586206896551724,3,test,Generative,AL
28,Recall,0.55,3,test,Generative,AL
28,Accuracy,0.8648648648648649,3,test,Generative,AL
29,MCC,0.5680907188553058,3,test,Generative,AL
29,Precision,0.7586206896551724,3,test,Generative,AL
29,Recall,0.55,3,test,Generative,AL
29,Accuracy,0.8648648648648649,3,test,Generative,AL
30,MCC,0.5680907188553058,3,test,Generative,AL
30,Precision,0.7586206896551724,3,test,Generative,AL
30,Recall,0.55,3,test,Generative,AL
30,Accuracy,0.8648648648648649,3,test,Generative,AL
31,MCC,0.5680907188553058,3,test,Generative,AL
31,Precision,0.7586206896551724,3,test,Generative,AL
31,Recall,0.55,3,test,Generative,AL
31,Accuracy,0.8648648648648649,3,test,Generative,AL
32,MCC,0.5680907188553058,3,test,Generative,AL
32,Precision,0.7586206896551724,3,test,Generative,AL
32,Recall,0.55,3,test,Generative,AL
32,Accuracy,0.8648648648648649,3,test,Generative,AL
33,MCC,0.5680907188553058,3,test,Generative,AL
33,Precision,0.7586206896551724,3,test,Generative,AL
33,Recall,0.55,3,test,Generative,AL
33,Accuracy,0.8648648648648649,3,test,Generative,AL
