Active Learning Iteration,Metric,Value,Run,Set
9,Accuracy,0.8614609571788413,1,train
10,MCC,0.5494141341426007,1,train
10,Precision,0.7870370370370371,1,train
10,Recall,0.4941860465116279,1,train
10,Accuracy,0.8614609571788413,1,train
11,MCC,0.5494141341426007,1,train
11,Precision,0.7870370370370371,1,train
11,Recall,0.4941860465116279,1,train
11,Accuracy,0.8614609571788413,1,train
12,MCC,0.5494141341426007,1,train
12,Precision,0.7870370370370371,1,train
12,Recall,0.4941860465116279,1,train
12,Accuracy,0.8614609571788413,1,train
13,MCC,0.5494141341426007,1,train
13,Precision,0.7870370370370371,1,train
13,Recall,0.4941860465116279,1,train
13,Accuracy,0.8614609571788413,1,train
14,MCC,0.5494141341426007,1,train
14,Precision,0.7870370370370371,1,train
14,Recall,0.4941860465116279,1,train
14,Accuracy,0.8614609571788413,1,train
15,MCC,0.5494141341426007,1,train
15,Precision,0.7870370370370371,1,train
15,Recall,0.4941860465116279,1,train
15,Accuracy,0.8614609571788413,1,train
16,MCC,0.5494141341426007,1,train
16,Precision,0.7870370370370371,1,train
16,Recall,0.4941860465116279,1,train
16,Accuracy,0.8614609571788413,1,train
17,MCC,0.5494141341426007,1,train
17,Precision,0.7870370370370371,1,train
17,Recall,0.4941860465116279,1,train
17,Accuracy,0.8614609571788413,1,train
18,MCC,0.5494141341426007,1,train
18,Precision,0.7870370370370371,1,train
18,Recall,0.4941860465116279,1,train
18,Accuracy,0.8614609571788413,1,train
19,MCC,0.5494141341426007,1,train
19,Precision,0.7870370370370371,1,train
19,Recall,0.4941860465116279,1,train
19,Accuracy,0.8614609571788413,1,train
20,MCC,0.5494141341426007,1,train
20,Precision,0.7870370370370371,1,train
20,Recall,0.4941860465116279,1,train
20,Accuracy,0.8614609571788413,1,train
21,MCC,0.5494141341426007,1,train
21,Precision,0.7870370370370371,1,train
21,Recall,0.4941860465116279,1,train
21,Accuracy,0.8614609571788413,1,train
22,MCC,0.5494141341426007,1,train
22,Precision,0.7870370370370371,1,train
22,Recall,0.4941860465116279,1,train
22,Accuracy,0.8614609571788413,1,train
23,MCC,0.5494141341426007,1,train
23,Precision,0.7870370370370371,1,train
23,Recall,0.4941860465116279,1,train
23,Accuracy,0.8614609571788413,1,train
24,MCC,0.5494141341426007,1,train
24,Precision,0.7870370370370371,1,train
24,Recall,0.4941860465116279,1,train
24,Accuracy,0.8614609571788413,1,train
25,MCC,0.5494141341426007,1,train
25,Precision,0.7870370370370371,1,train
25,Recall,0.4941860465116279,1,train
25,Accuracy,0.8614609571788413,1,train
26,MCC,0.5494141341426007,1,train
26,Precision,0.7870370370370371,1,train
26,Recall,0.4941860465116279,1,train
26,Accuracy,0.8614609571788413,1,train
27,MCC,0.5494141341426007,1,train
27,Precision,0.7870370370370371,1,train
27,Recall,0.4941860465116279,1,train
27,Accuracy,0.8614609571788413,1,train
28,MCC,0.5494141341426007,1,train
28,Precision,0.7870370370370371,1,train
28,Recall,0.4941860465116279,1,train
28,Accuracy,0.8614609571788413,1,train
29,MCC,0.6129381696841567,1,train
29,Precision,0.7952755905511811,1,train
29,Recall,0.5872093023255814,1,train
29,Accuracy,0.8778337531486146,1,train
30,MCC,0.6129381696841567,1,train
30,Precision,0.7952755905511811,1,train
30,Recall,0.5872093023255814,1,train
30,Accuracy,0.8778337531486146,1,train
0,Recall,0.0,2,train
0,Accuracy,0.783375314861461,2,train
1,MCC,0.20585772459244128,2,train
1,Precision,0.5897435897435898,2,train
1,Recall,0.13372093023255813,2,train
1,Accuracy,0.792191435768262,2,train
2,Recall,0.0,2,train
2,Accuracy,0.783375314861461,2,train
3,MCC,0.4804966623843209,2,train
3,Precision,0.9152542372881356,2,train
3,Recall,0.313953488372093,2,train
3,Accuracy,0.845088161209068,2,train
4,MCC,0.5994533352777068,2,train
4,Precision,0.7346938775510204,2,train
4,Recall,0.627906976744186,2,train
4,Accuracy,0.8702770780856424,2,train
5,MCC,0.5994533352777068,2,train
5,Precision,0.7346938775510204,2,train
5,Recall,0.627906976744186,2,train
5,Accuracy,0.8702770780856424,2,train
6,MCC,0.5994533352777068,2,train
6,Precision,0.7346938775510204,2,train
6,Recall,0.627906976744186,2,train
6,Accuracy,0.8702770780856424,2,train
7,MCC,0.5994533352777068,2,train
7,Precision,0.7346938775510204,2,train
7,Recall,0.627906976744186,2,train
7,Accuracy,0.8702770780856424,2,train
8,MCC,0.5994533352777068,2,train
8,Precision,0.7346938775510204,2,train
8,Recall,0.627906976744186,2,train
8,Accuracy,0.8702770780856424,2,train
9,MCC,0.3402540900192183,2,train
9,Precision,0.6136363636363636,2,train
9,Recall,0.313953488372093,2,train
9,Accuracy,0.8085642317380353,2,train
10,MCC,0.5183822879152591,2,train
10,Precision,0.7857142857142857,2,train
10,Recall,0.4476744186046512,2,train
10,Accuracy,0.853904282115869,2,train
11,MCC,0.5183822879152591,2,train
11,Precision,0.7857142857142857,2,train
11,Recall,0.4476744186046512,2,train
11,Accuracy,0.853904282115869,2,train
12,MCC,0.25900249271005615,2,train
12,Precision,0.6326530612244898,2,train
12,Recall,0.18023255813953487,2,train
12,Accuracy,0.7997481108312342,2,train
13,MCC,0.25900249271005615,2,train
13,Precision,0.6326530612244898,2,train
13,Recall,0.18023255813953487,2,train
13,Accuracy,0.7997481108312342,2,train
14,MCC,0.25900249271005615,2,train
14,Precision,0.6326530612244898,2,train
14,Recall,0.18023255813953487,2,train
14,Accuracy,0.7997481108312342,2,train
15,MCC,0.25900249271005615,2,train
15,Precision,0.6326530612244898,2,train
15,Recall,0.18023255813953487,2,train
15,Accuracy,0.7997481108312342,2,train
16,MCC,0.3402540900192183,2,train
16,Precision,0.6136363636363636,2,train
16,Recall,0.313953488372093,2,train
16,Accuracy,0.8085642317380353,2,train
17,MCC,0.3402540900192183,2,train
17,Precision,0.6136363636363636,2,train
17,Recall,0.313953488372093,2,train
17,Accuracy,0.8085642317380353,2,train
18,MCC,0.3402540900192183,2,train
18,Precision,0.6136363636363636,2,train
18,Recall,0.313953488372093,2,train
18,Accuracy,0.8085642317380353,2,train
19,MCC,0.3402540900192183,2,train
19,Precision,0.6136363636363636,2,train
19,Recall,0.313953488372093,2,train
19,Accuracy,0.8085642317380353,2,train
20,MCC,0.3402540900192183,2,train
20,Precision,0.6136363636363636,2,train
20,Recall,0.313953488372093,2,train
20,Accuracy,0.8085642317380353,2,train
21,MCC,0.25900249271005615,2,train
21,Precision,0.6326530612244898,2,train
21,Recall,0.18023255813953487,2,train
21,Accuracy,0.7997481108312342,2,train
22,MCC,0.25900249271005615,2,train
22,Precision,0.6326530612244898,2,train
22,Recall,0.18023255813953487,2,train
22,Accuracy,0.7997481108312342,2,train
23,MCC,0.2502033053205998,2,train
23,Precision,0.5507246376811594,2,train
23,Recall,0.22093023255813954,2,train
23,Accuracy,0.792191435768262,2,train
24,MCC,0.2502033053205998,2,train
24,Precision,0.5507246376811594,2,train
24,Recall,0.22093023255813954,2,train
24,Accuracy,0.792191435768262,2,train
25,MCC,0.2502033053205998,2,train
25,Precision,0.5507246376811594,2,train
25,Recall,0.22093023255813954,2,train
25,Accuracy,0.792191435768262,2,train
26,MCC,0.2502033053205998,2,train
26,Precision,0.5507246376811594,2,train
26,Recall,0.22093023255813954,2,train
26,Accuracy,0.792191435768262,2,train
27,MCC,0.2502033053205998,2,train
27,Precision,0.5507246376811594,2,train
27,Recall,0.22093023255813954,2,train
27,Accuracy,0.792191435768262,2,train
28,MCC,0.5343687762810116,2,train
28,Precision,0.71875,2,train
28,Recall,0.5348837209302325,2,train
28,Accuracy,0.853904282115869,2,train
29,MCC,0.5343687762810116,2,train
29,Precision,0.71875,2,train
29,Recall,0.5348837209302325,2,train
29,Accuracy,0.853904282115869,2,train
30,MCC,0.5343687762810116,2,train
30,Precision,0.71875,2,train
30,Recall,0.5348837209302325,2,train
30,Accuracy,0.853904282115869,2,train
0,MCC,0.12660513463509548,3,train
0,Precision,0.3033175355450237,3,train
0,Recall,0.37209302325581395,3,train
0,Accuracy,0.6788413098236776,3,train
1,MCC,0.23773923707478614,3,train
1,Precision,0.8421052631578947,3,train
1,Recall,0.09302325581395349,3,train
1,Accuracy,0.7997481108312342,3,train
2,MCC,-0.04296326353271999,3,train
2,Precision,0.17,3,train
2,Recall,0.09883720930232558,3,train
2,Accuracy,0.7002518891687658,3,train
3,MCC,0.3402540900192183,3,train
3,Precision,0.6136363636363636,3,train
3,Recall,0.313953488372093,3,train
3,Accuracy,0.8085642317380353,3,train
4,MCC,0.4804966623843209,3,train
4,Precision,0.9152542372881356,3,train
4,Recall,0.313953488372093,3,train
4,Accuracy,0.845088161209068,3,train
5,MCC,0.5454796791302933,3,train
5,Precision,0.8974358974358975,3,train
5,Recall,0.4069767441860465,3,train
5,Accuracy,0.8614609571788413,3,train
6,MCC,0.5183822879152591,3,train
6,Precision,0.7857142857142857,3,train
6,Recall,0.4476744186046512,3,train
6,Accuracy,0.853904282115869,3,train
7,MCC,0.5454796791302933,3,train
7,Precision,0.8974358974358975,3,train
7,Recall,0.4069767441860465,3,train
7,Accuracy,0.8614609571788413,3,train
8,MCC,0.5454796791302933,3,train
8,Precision,0.8974358974358975,3,train
8,Recall,0.4069767441860465,3,train
8,Accuracy,0.8614609571788413,3,train
9,MCC,0.5454796791302933,3,train
9,Precision,0.8974358974358975,3,train
9,Recall,0.4069767441860465,3,train
9,Accuracy,0.8614609571788413,3,train
10,MCC,0.5454796791302933,3,train
10,Precision,0.8974358974358975,3,train
10,Recall,0.4069767441860465,3,train
10,Accuracy,0.8614609571788413,3,train
11,MCC,0.5454796791302933,3,train
11,Precision,0.8974358974358975,3,train
11,Recall,0.4069767441860465,3,train
11,Accuracy,0.8614609571788413,3,train
12,MCC,0.5454796791302933,3,train
12,Precision,0.8974358974358975,3,train
12,Recall,0.4069767441860465,3,train
12,Accuracy,0.8614609571788413,3,train
13,MCC,0.5454796791302933,3,train
13,Precision,0.8974358974358975,3,train
13,Recall,0.4069767441860465,3,train
13,Accuracy,0.8614609571788413,3,train
14,MCC,0.5454796791302933,3,train
14,Precision,0.8974358974358975,3,train
14,Recall,0.4069767441860465,3,train
14,Accuracy,0.8614609571788413,3,train
15,MCC,0.5454796791302933,3,train
15,Precision,0.8974358974358975,3,train
15,Recall,0.4069767441860465,3,train
15,Accuracy,0.8614609571788413,3,train
16,MCC,0.5454796791302933,3,train
16,Precision,0.8974358974358975,3,train
16,Recall,0.4069767441860465,3,train
16,Accuracy,0.8614609571788413,3,train
17,MCC,0.5454796791302933,3,train
17,Precision,0.8974358974358975,3,train
17,Recall,0.4069767441860465,3,train
17,Accuracy,0.8614609571788413,3,train
18,MCC,0.5454796791302933,3,train
18,Precision,0.8974358974358975,3,train
18,Recall,0.4069767441860465,3,train
18,Accuracy,0.8614609571788413,3,train
19,MCC,0.5454796791302933,3,train
19,Precision,0.8974358974358975,3,train
19,Recall,0.4069767441860465,3,train
19,Accuracy,0.8614609571788413,3,train
20,MCC,0.5454796791302933,3,train
20,Precision,0.8974358974358975,3,train
20,Recall,0.4069767441860465,3,train
20,Accuracy,0.8614609571788413,3,train
21,MCC,0.5454796791302933,3,train
21,Precision,0.8974358974358975,3,train
21,Recall,0.4069767441860465,3,train
21,Accuracy,0.8614609571788413,3,train
22,MCC,0.4482568655046728,3,train
22,Precision,0.7721518987341772,3,train
22,Recall,0.3546511627906977,3,train
22,Accuracy,0.8375314861460957,3,train
23,MCC,0.4482568655046728,3,train
23,Precision,0.7721518987341772,3,train
23,Recall,0.3546511627906977,3,train
23,Accuracy,0.8375314861460957,3,train
24,MCC,0.5494141341426007,3,train
24,Precision,0.7870370370370371,3,train
24,Recall,0.4941860465116279,3,train
24,Accuracy,0.8614609571788413,3,train
25,MCC,0.12660513463509548,3,train
25,Precision,0.3033175355450237,3,train
25,Recall,0.37209302325581395,3,train
25,Accuracy,0.6788413098236776,3,train
26,MCC,0.3840725367804485,3,train
26,Precision,0.43703703703703706,3,train
26,Recall,0.686046511627907,3,train
26,Accuracy,0.7405541561712846,3,train
27,MCC,0.12660513463509548,3,train
27,Precision,0.3033175355450237,3,train
27,Recall,0.37209302325581395,3,train
27,Accuracy,0.6788413098236776,3,train
28,MCC,0.2792816170031738,3,train
28,Precision,0.44654088050314467,3,train
28,Recall,0.4127906976744186,3,train
28,Accuracy,0.7619647355163728,3,train
29,MCC,0.12660513463509548,3,train
29,Precision,0.3033175355450237,3,train
29,Recall,0.37209302325581395,3,train
29,Accuracy,0.6788413098236776,3,train
30,MCC,0.28697951780289593,3,train
30,Precision,0.43575418994413406,3,train
30,Recall,0.45348837209302323,3,train
30,Accuracy,0.7544080604534005,3,train
0,MCC,0.25900249271005615,4,train
0,Precision,0.6326530612244898,4,train
0,Recall,0.18023255813953487,4,train
0,Accuracy,0.7997481108312342,4,train
1,MCC,0.23773923707478614,4,train
1,Precision,0.8421052631578947,4,train
1,Recall,0.09302325581395349,4,train
1,Accuracy,0.7997481108312342,4,train
2,MCC,-0.04296326353271999,4,train
2,Precision,0.17,4,train
2,Recall,0.09883720930232558,4,train
2,Accuracy,0.7002518891687658,4,train
3,MCC,-0.04296326353271999,4,train
3,Precision,0.17,4,train
3,Recall,0.09883720930232558,4,train
3,Accuracy,0.7002518891687658,4,train
4,MCC,0.5183822879152591,4,train
4,Precision,0.7857142857142857,4,train
4,Recall,0.4476744186046512,4,train
4,Accuracy,0.853904282115869,4,train
5,MCC,0.5183822879152591,4,train
5,Precision,0.7857142857142857,4,train
5,Recall,0.4476744186046512,4,train
5,Accuracy,0.853904282115869,4,train
6,MCC,0.5454796791302933,4,train
6,Precision,0.8974358974358975,4,train
6,Recall,0.4069767441860465,4,train
6,Accuracy,0.8614609571788413,4,train
7,MCC,0.5454796791302933,4,train
7,Precision,0.8974358974358975,4,train
7,Recall,0.4069767441860465,4,train
7,Accuracy,0.8614609571788413,4,train
8,MCC,0.5454796791302933,4,train
8,Precision,0.8974358974358975,4,train
8,Recall,0.4069767441860465,4,train
8,Accuracy,0.8614609571788413,4,train
9,MCC,0.5454796791302933,4,train
9,Precision,0.8974358974358975,4,train
9,Recall,0.4069767441860465,4,train
9,Accuracy,0.8614609571788413,4,train
10,MCC,0.5454796791302933,4,train
10,Precision,0.8974358974358975,4,train
10,Recall,0.4069767441860465,4,train
10,Accuracy,0.8614609571788413,4,train
11,MCC,0.5454796791302933,4,train
11,Precision,0.8974358974358975,4,train
11,Recall,0.4069767441860465,4,train
11,Accuracy,0.8614609571788413,4,train
12,MCC,0.5454796791302933,4,train
12,Precision,0.8974358974358975,4,train
12,Recall,0.4069767441860465,4,train
12,Accuracy,0.8614609571788413,4,train
13,MCC,0.5454796791302933,4,train
13,Precision,0.8974358974358975,4,train
13,Recall,0.4069767441860465,4,train
13,Accuracy,0.8614609571788413,4,train
14,MCC,0.5454796791302933,4,train
14,Precision,0.8974358974358975,4,train
14,Recall,0.4069767441860465,4,train
14,Accuracy,0.8614609571788413,4,train
15,MCC,0.5454796791302933,4,train
15,Precision,0.8974358974358975,4,train
15,Recall,0.4069767441860465,4,train
15,Accuracy,0.8614609571788413,4,train
16,MCC,0.5454796791302933,4,train
16,Precision,0.8974358974358975,4,train
16,Recall,0.4069767441860465,4,train
16,Accuracy,0.8614609571788413,4,train
17,MCC,0.5454796791302933,4,train
17,Precision,0.8974358974358975,4,train
17,Recall,0.4069767441860465,4,train
17,Accuracy,0.8614609571788413,4,train
18,MCC,0.5454796791302933,4,train
18,Precision,0.8974358974358975,4,train
18,Recall,0.4069767441860465,4,train
18,Accuracy,0.8614609571788413,4,train
19,MCC,0.5454796791302933,4,train
19,Precision,0.8974358974358975,4,train
19,Recall,0.4069767441860465,4,train
19,Accuracy,0.8614609571788413,4,train
20,MCC,0.4804966623843209,4,train
20,Precision,0.9152542372881356,4,train
20,Recall,0.313953488372093,4,train
20,Accuracy,0.845088161209068,4,train
21,MCC,0.4804966623843209,4,train
21,Precision,0.9152542372881356,4,train
21,Recall,0.313953488372093,4,train
21,Accuracy,0.845088161209068,4,train
22,MCC,0.4804966623843209,4,train
22,Precision,0.9152542372881356,4,train
22,Recall,0.313953488372093,4,train
22,Accuracy,0.845088161209068,4,train
23,MCC,0.5454796791302933,4,train
23,Precision,0.8974358974358975,4,train
23,Recall,0.4069767441860465,4,train
23,Accuracy,0.8614609571788413,4,train
24,MCC,0.4804966623843209,4,train
24,Precision,0.9152542372881356,4,train
24,Recall,0.313953488372093,4,train
24,Accuracy,0.845088161209068,4,train
25,MCC,0.4804966623843209,4,train
25,Precision,0.9152542372881356,4,train
25,Recall,0.313953488372093,4,train
25,Accuracy,0.845088161209068,4,train
26,MCC,0.4804966623843209,4,train
26,Precision,0.9152542372881356,4,train
26,Recall,0.313953488372093,4,train
26,Accuracy,0.845088161209068,4,train
27,MCC,0.5454796791302933,4,train
27,Precision,0.8974358974358975,4,train
27,Recall,0.4069767441860465,4,train
27,Accuracy,0.8614609571788413,4,train
28,MCC,0.4804966623843209,4,train
28,Precision,0.9152542372881356,4,train
28,Recall,0.313953488372093,4,train
28,Accuracy,0.845088161209068,4,train
29,MCC,0.4804966623843209,4,train
29,Precision,0.9152542372881356,4,train
29,Recall,0.313953488372093,4,train
29,Accuracy,0.845088161209068,4,train
30,MCC,0.5454796791302933,4,train
30,Precision,0.8974358974358975,4,train
30,Recall,0.4069767441860465,4,train
30,Accuracy,0.8614609571788413,4,train
0,MCC,0.25900249271005615,5,train
0,Precision,0.6326530612244898,5,train
0,Recall,0.18023255813953487,5,train
0,Accuracy,0.7997481108312342,5,train
1,MCC,0.5183822879152591,5,train
1,Precision,0.7857142857142857,5,train
1,Recall,0.4476744186046512,5,train
1,Accuracy,0.853904282115869,5,train
2,MCC,0.5183822879152591,5,train
2,Precision,0.7857142857142857,5,train
2,Recall,0.4476744186046512,5,train
2,Accuracy,0.853904282115869,5,train
3,MCC,-0.034968271842262345,5,train
3,Precision,0.20056497175141244,5,train
3,Recall,0.4127906976744186,5,train
3,Accuracy,0.5163727959697733,5,train
4,MCC,-0.017028452810630833,5,train
4,Precision,0.2,5,train
4,Recall,0.13953488372093023,5,train
4,Accuracy,0.6926952141057935,5,train
5,MCC,-0.051728865355015995,5,train
5,Precision,0.19161676646706588,5,train
5,Recall,0.37209302325581395,5,train
5,Accuracy,0.5239294710327456,5,train
6,MCC,-0.051728865355015995,5,train
6,Precision,0.19161676646706588,5,train
6,Recall,0.37209302325581395,5,train
6,Accuracy,0.5239294710327456,5,train
7,MCC,0.23773923707478614,5,train
7,Precision,0.8421052631578947,5,train
7,Recall,0.09302325581395349,5,train
7,Accuracy,0.7997481108312342,5,train
8,MCC,0.23773923707478614,5,train
8,Precision,0.8421052631578947,5,train
8,Recall,0.09302325581395349,5,train
8,Accuracy,0.7997481108312342,5,train
9,MCC,0.5183822879152591,5,train
9,Precision,0.7857142857142857,5,train
9,Recall,0.4476744186046512,5,train
9,Accuracy,0.853904282115869,5,train
10,MCC,0.5183822879152591,5,train
10,Precision,0.7857142857142857,5,train
10,Recall,0.4476744186046512,5,train
10,Accuracy,0.853904282115869,5,train
11,MCC,0.5183822879152591,5,train
11,Precision,0.7857142857142857,5,train
11,Recall,0.4476744186046512,5,train
11,Accuracy,0.853904282115869,5,train
12,MCC,0.5183822879152591,5,train
12,Precision,0.7857142857142857,5,train
12,Recall,0.4476744186046512,5,train
12,Accuracy,0.853904282115869,5,train
13,MCC,0.5183822879152591,5,train
13,Precision,0.7857142857142857,5,train
13,Recall,0.4476744186046512,5,train
13,Accuracy,0.853904282115869,5,train
14,MCC,0.5183822879152591,5,train
14,Precision,0.7857142857142857,5,train
14,Recall,0.4476744186046512,5,train
14,Accuracy,0.853904282115869,5,train
15,MCC,0.5183822879152591,5,train
15,Precision,0.7857142857142857,5,train
15,Recall,0.4476744186046512,5,train
15,Accuracy,0.853904282115869,5,train
16,MCC,0.5183822879152591,5,train
16,Precision,0.7857142857142857,5,train
16,Recall,0.4476744186046512,5,train
16,Accuracy,0.853904282115869,5,train
17,MCC,0.5183822879152591,5,train
17,Precision,0.7857142857142857,5,train
17,Recall,0.4476744186046512,5,train
17,Accuracy,0.853904282115869,5,train
18,MCC,0.5183822879152591,5,train
18,Precision,0.7857142857142857,5,train
18,Recall,0.4476744186046512,5,train
18,Accuracy,0.853904282115869,5,train
19,MCC,0.5183822879152591,5,train
19,Precision,0.7857142857142857,5,train
19,Recall,0.4476744186046512,5,train
19,Accuracy,0.853904282115869,5,train
20,MCC,0.5183822879152591,5,train
20,Precision,0.7857142857142857,5,train
20,Recall,0.4476744186046512,5,train
20,Accuracy,0.853904282115869,5,train
21,MCC,0.5183822879152591,5,train
21,Precision,0.7857142857142857,5,train
21,Recall,0.4476744186046512,5,train
21,Accuracy,0.853904282115869,5,train
22,MCC,0.4482568655046728,5,train
22,Precision,0.7721518987341772,5,train
22,Recall,0.3546511627906977,5,train
22,Accuracy,0.8375314861460957,5,train
23,MCC,0.4482568655046728,5,train
23,Precision,0.7721518987341772,5,train
23,Recall,0.3546511627906977,5,train
23,Accuracy,0.8375314861460957,5,train
24,MCC,0.4482568655046728,5,train
24,Precision,0.7721518987341772,5,train
24,Recall,0.3546511627906977,5,train
24,Accuracy,0.8375314861460957,5,train
25,MCC,0.4482568655046728,5,train
25,Precision,0.7721518987341772,5,train
25,Recall,0.3546511627906977,5,train
25,Accuracy,0.8375314861460957,5,train
