Active Learning Iteration,Metric,Value,Run,Set
26,MCC,0.4482568655046728,5,train
26,Precision,0.7721518987341772,5,train
26,Recall,0.3546511627906977,5,train
26,Accuracy,0.8375314861460957,5,train
27,MCC,0.4482568655046728,5,train
27,Precision,0.7721518987341772,5,train
27,Recall,0.3546511627906977,5,train
27,Accuracy,0.8375314861460957,5,train
28,MCC,0.4482568655046728,5,train
28,Precision,0.7721518987341772,5,train
28,Recall,0.3546511627906977,5,train
28,Accuracy,0.8375314861460957,5,train
29,MCC,0.4482568655046728,5,train
29,Precision,0.7721518987341772,5,train
29,Recall,0.3546511627906977,5,train
29,Accuracy,0.8375314861460957,5,train
30,MCC,0.4482568655046728,5,train
30,Precision,0.7721518987341772,5,train
30,Recall,0.3546511627906977,5,train
30,Accuracy,0.8375314861460957,5,train
0,MCC,0.25900249271005615,6,train
0,Precision,0.6326530612244898,6,train
0,Recall,0.18023255813953487,6,train
0,Accuracy,0.7997481108312342,6,train
1,MCC,-0.04296326353271999,6,train
1,Precision,0.17,6,train
1,Recall,0.09883720930232558,6,train
1,Accuracy,0.7002518891687658,6,train
2,MCC,0.3525582196075267,6,train
2,Precision,0.6911764705882353,6,train
2,Recall,0.27325581395348836,6,train
2,Accuracy,0.8161209068010076,6,train
3,MCC,0.5994533352777068,6,train
3,Precision,0.7346938775510204,6,train
3,Recall,0.627906976744186,6,train
3,Accuracy,0.8702770780856424,6,train
4,MCC,0.5994533352777068,6,train
4,Precision,0.7346938775510204,6,train
4,Recall,0.627906976744186,6,train
4,Accuracy,0.8702770780856424,6,train
5,MCC,0.5994533352777068,6,train
5,Precision,0.7346938775510204,6,train
5,Recall,0.627906976744186,6,train
5,Accuracy,0.8702770780856424,6,train
6,MCC,0.5994533352777068,6,train
6,Precision,0.7346938775510204,6,train
6,Recall,0.627906976744186,6,train
6,Accuracy,0.8702770780856424,6,train
7,MCC,0.5994533352777068,6,train
7,Precision,0.7346938775510204,6,train
7,Recall,0.627906976744186,6,train
7,Accuracy,0.8702770780856424,6,train
8,MCC,0.5994533352777068,6,train
8,Precision,0.7346938775510204,6,train
8,Recall,0.627906976744186,6,train
8,Accuracy,0.8702770780856424,6,train
9,MCC,0.5994533352777068,6,train
9,Precision,0.7346938775510204,6,train
9,Recall,0.627906976744186,6,train
9,Accuracy,0.8702770780856424,6,train
10,MCC,0.5994533352777068,6,train
10,Precision,0.7346938775510204,6,train
10,Recall,0.627906976744186,6,train
10,Accuracy,0.8702770780856424,6,train
11,MCC,0.5994533352777068,6,train
11,Precision,0.7346938775510204,6,train
11,Recall,0.627906976744186,6,train
11,Accuracy,0.8702770780856424,6,train
12,MCC,0.5994533352777068,6,train
12,Precision,0.7346938775510204,6,train
12,Recall,0.627906976744186,6,train
12,Accuracy,0.8702770780856424,6,train
13,MCC,0.5994533352777068,6,train
13,Precision,0.7346938775510204,6,train
13,Recall,0.627906976744186,6,train
13,Accuracy,0.8702770780856424,6,train
14,MCC,0.5994533352777068,6,train
14,Precision,0.7346938775510204,6,train
14,Recall,0.627906976744186,6,train
14,Accuracy,0.8702770780856424,6,train
15,MCC,0.5994533352777068,6,train
15,Precision,0.7346938775510204,6,train
15,Recall,0.627906976744186,6,train
15,Accuracy,0.8702770780856424,6,train
16,MCC,0.5994533352777068,6,train
16,Precision,0.7346938775510204,6,train
16,Recall,0.627906976744186,6,train
16,Accuracy,0.8702770780856424,6,train
17,MCC,0.5994533352777068,6,train
17,Precision,0.7346938775510204,6,train
17,Recall,0.627906976744186,6,train
17,Accuracy,0.8702770780856424,6,train
18,MCC,0.5994533352777068,6,train
18,Precision,0.7346938775510204,6,train
18,Recall,0.627906976744186,6,train
18,Accuracy,0.8702770780856424,6,train
19,MCC,0.5994533352777068,6,train
19,Precision,0.7346938775510204,6,train
19,Recall,0.627906976744186,6,train
19,Accuracy,0.8702770780856424,6,train
20,MCC,0.5994533352777068,6,train
20,Precision,0.7346938775510204,6,train
20,Recall,0.627906976744186,6,train
20,Accuracy,0.8702770780856424,6,train
21,MCC,0.5994533352777068,6,train
21,Precision,0.7346938775510204,6,train
21,Recall,0.627906976744186,6,train
21,Accuracy,0.8702770780856424,6,train
22,MCC,0.5994533352777068,6,train
22,Precision,0.7346938775510204,6,train
22,Recall,0.627906976744186,6,train
22,Accuracy,0.8702770780856424,6,train
23,MCC,0.5994533352777068,6,train
23,Precision,0.7346938775510204,6,train
23,Recall,0.627906976744186,6,train
23,Accuracy,0.8702770780856424,6,train
24,MCC,0.5994533352777068,6,train
24,Precision,0.7346938775510204,6,train
24,Recall,0.627906976744186,6,train
24,Accuracy,0.8702770780856424,6,train
25,MCC,0.6129381696841567,6,train
25,Precision,0.7952755905511811,6,train
25,Recall,0.5872093023255814,6,train
25,Accuracy,0.8778337531486146,6,train
26,MCC,0.6129381696841567,6,train
26,Precision,0.7952755905511811,6,train
26,Recall,0.5872093023255814,6,train
26,Accuracy,0.8778337531486146,6,train
27,MCC,0.6129381696841567,6,train
27,Precision,0.7952755905511811,6,train
27,Recall,0.5872093023255814,6,train
27,Accuracy,0.8778337531486146,6,train
28,MCC,0.6129381696841567,6,train
28,Precision,0.7952755905511811,6,train
28,Recall,0.5872093023255814,6,train
28,Accuracy,0.8778337531486146,6,train
29,MCC,0.6129381696841567,6,train
29,Precision,0.7952755905511811,6,train
29,Recall,0.5872093023255814,6,train
29,Accuracy,0.8778337531486146,6,train
30,MCC,0.6129381696841567,6,train
30,Precision,0.7952755905511811,6,train
30,Recall,0.5872093023255814,6,train
30,Accuracy,0.8778337531486146,6,train
0,MCC,0.25900249271005615,7,train
0,Precision,0.6326530612244898,7,train
0,Recall,0.18023255813953487,7,train
0,Accuracy,0.7997481108312342,7,train
1,MCC,-0.04296326353271999,7,train
1,Precision,0.17,7,train
1,Recall,0.09883720930232558,7,train
1,Accuracy,0.7002518891687658,7,train
2,MCC,0.05204524553993131,7,train
2,Precision,0.35,7,train
2,Recall,0.040697674418604654,7,train
2,Accuracy,0.7758186397984886,7,train
3,MCC,0.3402540900192183,7,train
3,Precision,0.6136363636363636,7,train
3,Recall,0.313953488372093,7,train
3,Accuracy,0.8085642317380353,7,train
4,MCC,0.004177284185223045,7,train
4,Precision,0.21978021978021978,7,train
4,Recall,0.23255813953488372,7,train
4,Accuracy,0.654911838790932,7,train
5,MCC,0.20585772459244128,7,train
5,Precision,0.5897435897435898,7,train
5,Recall,0.13372093023255813,7,train
5,Accuracy,0.792191435768262,7,train
6,MCC,0.004177284185223045,7,train
6,Precision,0.21978021978021978,7,train
6,Recall,0.23255813953488372,7,train
6,Accuracy,0.654911838790932,7,train
7,MCC,0.20585772459244128,7,train
7,Precision,0.5897435897435898,7,train
7,Recall,0.13372093023255813,7,train
7,Accuracy,0.792191435768262,7,train
8,Recall,0.0,7,train
8,Accuracy,0.783375314861461,7,train
9,MCC,0.3402540900192183,7,train
9,Precision,0.6136363636363636,7,train
9,Recall,0.313953488372093,7,train
9,Accuracy,0.8085642317380353,7,train
10,Recall,0.0,7,train
10,Accuracy,0.783375314861461,7,train
11,MCC,0.3402540900192183,7,train
11,Precision,0.6136363636363636,7,train
11,Recall,0.313953488372093,7,train
11,Accuracy,0.8085642317380353,7,train
12,MCC,0.05204524553993131,7,train
12,Precision,0.35,7,train
12,Recall,0.040697674418604654,7,train
12,Accuracy,0.7758186397984886,7,train
13,MCC,0.3402540900192183,7,train
13,Precision,0.6136363636363636,7,train
13,Recall,0.313953488372093,7,train
13,Accuracy,0.8085642317380353,7,train
14,Recall,0.0,7,train
14,Accuracy,0.783375314861461,7,train
15,MCC,0.3402540900192183,7,train
15,Precision,0.6136363636363636,7,train
15,Recall,0.313953488372093,7,train
15,Accuracy,0.8085642317380353,7,train
16,Recall,0.0,7,train
16,Accuracy,0.783375314861461,7,train
17,MCC,0.3402540900192183,7,train
17,Precision,0.6136363636363636,7,train
17,Recall,0.313953488372093,7,train
17,Accuracy,0.8085642317380353,7,train
18,Recall,0.0,7,train
18,Accuracy,0.783375314861461,7,train
19,MCC,0.4804966623843209,7,train
19,Precision,0.9152542372881356,7,train
19,Recall,0.313953488372093,7,train
19,Accuracy,0.845088161209068,7,train
20,Recall,0.0,7,train
20,Accuracy,0.783375314861461,7,train
21,MCC,0.4804966623843209,7,train
21,Precision,0.9152542372881356,7,train
21,Recall,0.313953488372093,7,train
21,Accuracy,0.845088161209068,7,train
22,Recall,0.0,7,train
22,Accuracy,0.783375314861461,7,train
23,Recall,0.0,7,train
23,Accuracy,0.783375314861461,7,train
24,Recall,0.0,7,train
24,Accuracy,0.783375314861461,7,train
25,MCC,-0.04296326353271999,7,train
25,Precision,0.17,7,train
25,Recall,0.09883720930232558,7,train
25,Accuracy,0.7002518891687658,7,train
26,MCC,0.5454796791302933,7,train
26,Precision,0.8974358974358975,7,train
26,Recall,0.4069767441860465,7,train
26,Accuracy,0.8614609571788413,7,train
27,MCC,0.5454796791302933,7,train
27,Precision,0.8974358974358975,7,train
27,Recall,0.4069767441860465,7,train
27,Accuracy,0.8614609571788413,7,train
28,MCC,0.5454796791302933,7,train
28,Precision,0.8974358974358975,7,train
28,Recall,0.4069767441860465,7,train
28,Accuracy,0.8614609571788413,7,train
29,MCC,0.5454796791302933,7,train
29,Precision,0.8974358974358975,7,train
29,Recall,0.4069767441860465,7,train
29,Accuracy,0.8614609571788413,7,train
30,MCC,0.5454796791302933,7,train
30,Precision,0.8974358974358975,7,train
30,Recall,0.4069767441860465,7,train
30,Accuracy,0.8614609571788413,7,train
0,MCC,0.25900249271005615,8,train
0,Precision,0.6326530612244898,8,train
0,Recall,0.18023255813953487,8,train
0,Accuracy,0.7997481108312342,8,train
1,MCC,0.23773923707478614,8,train
1,Precision,0.8421052631578947,8,train
1,Recall,0.09302325581395349,8,train
1,Accuracy,0.7997481108312342,8,train
2,MCC,0.5994533352777068,8,train
2,Precision,0.7346938775510204,8,train
2,Recall,0.627906976744186,8,train
2,Accuracy,0.8702770780856424,8,train
3,MCC,0.5994533352777068,8,train
3,Precision,0.7346938775510204,8,train
3,Recall,0.627906976744186,8,train
3,Accuracy,0.8702770780856424,8,train
4,MCC,0.6129381696841567,8,train
4,Precision,0.7952755905511811,8,train
4,Recall,0.5872093023255814,8,train
4,Accuracy,0.8778337531486146,8,train
5,MCC,0.6129381696841567,8,train
5,Precision,0.7952755905511811,8,train
5,Recall,0.5872093023255814,8,train
5,Accuracy,0.8778337531486146,8,train
6,MCC,0.6129381696841567,8,train
6,Precision,0.7952755905511811,8,train
6,Recall,0.5872093023255814,8,train
6,Accuracy,0.8778337531486146,8,train
7,MCC,0.6129381696841567,8,train
7,Precision,0.7952755905511811,8,train
7,Recall,0.5872093023255814,8,train
7,Accuracy,0.8778337531486146,8,train
8,MCC,0.6129381696841567,8,train
8,Precision,0.7952755905511811,8,train
8,Recall,0.5872093023255814,8,train
8,Accuracy,0.8778337531486146,8,train
9,MCC,0.6129381696841567,8,train
9,Precision,0.7952755905511811,8,train
9,Recall,0.5872093023255814,8,train
9,Accuracy,0.8778337531486146,8,train
10,MCC,0.6129381696841567,8,train
10,Precision,0.7952755905511811,8,train
10,Recall,0.5872093023255814,8,train
10,Accuracy,0.8778337531486146,8,train
11,MCC,0.6129381696841567,8,train
11,Precision,0.7952755905511811,8,train
11,Recall,0.5872093023255814,8,train
11,Accuracy,0.8778337531486146,8,train
12,MCC,0.6129381696841567,8,train
12,Precision,0.7952755905511811,8,train
12,Recall,0.5872093023255814,8,train
12,Accuracy,0.8778337531486146,8,train
13,MCC,0.6129381696841567,8,train
13,Precision,0.7952755905511811,8,train
13,Recall,0.5872093023255814,8,train
13,Accuracy,0.8778337531486146,8,train
14,MCC,0.6129381696841567,8,train
14,Precision,0.7952755905511811,8,train
14,Recall,0.5872093023255814,8,train
14,Accuracy,0.8778337531486146,8,train
15,MCC,0.6129381696841567,8,train
15,Precision,0.7952755905511811,8,train
15,Recall,0.5872093023255814,8,train
15,Accuracy,0.8778337531486146,8,train
16,MCC,0.6129381696841567,8,train
16,Precision,0.7952755905511811,8,train
16,Recall,0.5872093023255814,8,train
16,Accuracy,0.8778337531486146,8,train
17,MCC,0.6129381696841567,8,train
17,Precision,0.7952755905511811,8,train
17,Recall,0.5872093023255814,8,train
17,Accuracy,0.8778337531486146,8,train
18,MCC,0.6129381696841567,8,train
18,Precision,0.7952755905511811,8,train
18,Recall,0.5872093023255814,8,train
18,Accuracy,0.8778337531486146,8,train
19,MCC,0.6129381696841567,8,train
19,Precision,0.7952755905511811,8,train
19,Recall,0.5872093023255814,8,train
19,Accuracy,0.8778337531486146,8,train
20,MCC,0.6129381696841567,8,train
20,Precision,0.7952755905511811,8,train
20,Recall,0.5872093023255814,8,train
20,Accuracy,0.8778337531486146,8,train
21,MCC,0.6129381696841567,8,train
21,Precision,0.7952755905511811,8,train
21,Recall,0.5872093023255814,8,train
21,Accuracy,0.8778337531486146,8,train
22,MCC,0.6129381696841567,8,train
22,Precision,0.7952755905511811,8,train
22,Recall,0.5872093023255814,8,train
22,Accuracy,0.8778337531486146,8,train
23,MCC,0.6129381696841567,8,train
23,Precision,0.7952755905511811,8,train
23,Recall,0.5872093023255814,8,train
23,Accuracy,0.8778337531486146,8,train
24,MCC,0.6129381696841567,8,train
24,Precision,0.7952755905511811,8,train
24,Recall,0.5872093023255814,8,train
24,Accuracy,0.8778337531486146,8,train
25,MCC,0.6129381696841567,8,train
25,Precision,0.7952755905511811,8,train
25,Recall,0.5872093023255814,8,train
25,Accuracy,0.8778337531486146,8,train
26,MCC,0.6129381696841567,8,train
26,Precision,0.7952755905511811,8,train
26,Recall,0.5872093023255814,8,train
26,Accuracy,0.8778337531486146,8,train
27,MCC,0.6129381696841567,8,train
27,Precision,0.7952755905511811,8,train
27,Recall,0.5872093023255814,8,train
27,Accuracy,0.8778337531486146,8,train
28,MCC,0.6129381696841567,8,train
28,Precision,0.7952755905511811,8,train
28,Recall,0.5872093023255814,8,train
28,Accuracy,0.8778337531486146,8,train
29,MCC,0.6129381696841567,8,train
29,Precision,0.7952755905511811,8,train
29,Recall,0.5872093023255814,8,train
29,Accuracy,0.8778337531486146,8,train
30,MCC,0.6129381696841567,8,train
30,Precision,0.7952755905511811,8,train
30,Recall,0.5872093023255814,8,train
30,Accuracy,0.8778337531486146,8,train
0,MCC,0.3525582196075267,9,train
0,Precision,0.6911764705882353,9,train
0,Recall,0.27325581395348836,9,train
0,Accuracy,0.8161209068010076,9,train
1,MCC,0.23773923707478614,9,train
1,Precision,0.8421052631578947,9,train
1,Recall,0.09302325581395349,9,train
1,Accuracy,0.7997481108312342,9,train
2,MCC,0.3525582196075267,9,train
2,Precision,0.6911764705882353,9,train
2,Recall,0.27325581395348836,9,train
2,Accuracy,0.8161209068010076,9,train
3,MCC,0.5994533352777068,9,train
3,Precision,0.7346938775510204,9,train
3,Recall,0.627906976744186,9,train
3,Accuracy,0.8702770780856424,9,train
4,MCC,0.5994533352777068,9,train
4,Precision,0.7346938775510204,9,train
4,Recall,0.627906976744186,9,train
4,Accuracy,0.8702770780856424,9,train
5,MCC,0.5994533352777068,9,train
5,Precision,0.7346938775510204,9,train
5,Recall,0.627906976744186,9,train
5,Accuracy,0.8702770780856424,9,train
6,MCC,0.5994533352777068,9,train
6,Precision,0.7346938775510204,9,train
6,Recall,0.627906976744186,9,train
6,Accuracy,0.8702770780856424,9,train
7,MCC,0.5994533352777068,9,train
7,Precision,0.7346938775510204,9,train
7,Recall,0.627906976744186,9,train
7,Accuracy,0.8702770780856424,9,train
8,MCC,0.5994533352777068,9,train
8,Precision,0.7346938775510204,9,train
8,Recall,0.627906976744186,9,train
8,Accuracy,0.8702770780856424,9,train
9,MCC,0.5994533352777068,9,train
9,Precision,0.7346938775510204,9,train
9,Recall,0.627906976744186,9,train
9,Accuracy,0.8702770780856424,9,train
10,MCC,0.5994533352777068,9,train
10,Precision,0.7346938775510204,9,train
10,Recall,0.627906976744186,9,train
10,Accuracy,0.8702770780856424,9,train
11,MCC,0.5994533352777068,9,train
11,Precision,0.7346938775510204,9,train
11,Recall,0.627906976744186,9,train
11,Accuracy,0.8702770780856424,9,train
12,MCC,0.5994533352777068,9,train
12,Precision,0.7346938775510204,9,train
12,Recall,0.627906976744186,9,train
12,Accuracy,0.8702770780856424,9,train
13,MCC,0.5994533352777068,9,train
13,Precision,0.7346938775510204,9,train
13,Recall,0.627906976744186,9,train
13,Accuracy,0.8702770780856424,9,train
14,MCC,0.5994533352777068,9,train
14,Precision,0.7346938775510204,9,train
14,Recall,0.627906976744186,9,train
14,Accuracy,0.8702770780856424,9,train
15,MCC,0.5994533352777068,9,train
15,Precision,0.7346938775510204,9,train
15,Recall,0.627906976744186,9,train
15,Accuracy,0.8702770780856424,9,train
16,MCC,0.5994533352777068,9,train
16,Precision,0.7346938775510204,9,train
16,Recall,0.627906976744186,9,train
16,Accuracy,0.8702770780856424,9,train
17,MCC,0.5994533352777068,9,train
17,Precision,0.7346938775510204,9,train
17,Recall,0.627906976744186,9,train
17,Accuracy,0.8702770780856424,9,train
18,MCC,0.5994533352777068,9,train
18,Precision,0.7346938775510204,9,train
18,Recall,0.627906976744186,9,train
18,Accuracy,0.8702770780856424,9,train
19,MCC,0.5994533352777068,9,train
19,Precision,0.7346938775510204,9,train
19,Recall,0.627906976744186,9,train
19,Accuracy,0.8702770780856424,9,train
20,MCC,0.5994533352777068,9,train
20,Precision,0.7346938775510204,9,train
20,Recall,0.627906976744186,9,train
20,Accuracy,0.8702770780856424,9,train
21,MCC,0.5994533352777068,9,train
21,Precision,0.7346938775510204,9,train
21,Recall,0.627906976744186,9,train
21,Accuracy,0.8702770780856424,9,train
22,MCC,0.5994533352777068,9,train
22,Precision,0.7346938775510204,9,train
22,Recall,0.627906976744186,9,train
22,Accuracy,0.8702770780856424,9,train
23,MCC,0.5994533352777068,9,train
23,Precision,0.7346938775510204,9,train
23,Recall,0.627906976744186,9,train
23,Accuracy,0.8702770780856424,9,train
24,MCC,0.5994533352777068,9,train
24,Precision,0.7346938775510204,9,train
24,Recall,0.627906976744186,9,train
24,Accuracy,0.8702770780856424,9,train
25,MCC,0.5994533352777068,9,train
25,Precision,0.7346938775510204,9,train
25,Recall,0.627906976744186,9,train
25,Accuracy,0.8702770780856424,9,train
26,MCC,0.5994533352777068,9,train
26,Precision,0.7346938775510204,9,train
26,Recall,0.627906976744186,9,train
26,Accuracy,0.8702770780856424,9,train
27,MCC,0.5994533352777068,9,train
27,Precision,0.7346938775510204,9,train
27,Recall,0.627906976744186,9,train
27,Accuracy,0.8702770780856424,9,train
28,MCC,0.5994533352777068,9,train
28,Precision,0.7346938775510204,9,train
28,Recall,0.627906976744186,9,train
28,Accuracy,0.8702770780856424,9,train
29,MCC,0.5994533352777068,9,train
29,Precision,0.7346938775510204,9,train
29,Recall,0.627906976744186,9,train
29,Accuracy,0.8702770780856424,9,train
30,MCC,0.5994533352777068,9,train
30,Precision,0.7346938775510204,9,train
30,Recall,0.627906976744186,9,train
30,Accuracy,0.8702770780856424,9,train
0,MCC,0.019215584685284445,0,test
0,Precision,0.22807017543859648,0,test
0,Recall,0.325,0,test
0,Accuracy,0.6162162162162163,0,test
1,MCC,0.0388761805805281,0,test
1,Precision,0.24444444444444444,0,test
1,Recall,0.275,0,test
1,Accuracy,0.6594594594594595,0,test
2,MCC,-0.011701146768577735,0,test
2,Precision,0.2,0,test
2,Recall,0.075,0,test
2,Accuracy,0.7351351351351352,0,test
3,MCC,-0.031700419821133134,0,test
3,Precision,0.16666666666666666,0,test
3,Recall,0.05,0,test
3,Accuracy,0.7405405405405405,0,test
4,MCC,0.5858287004510699,0,test
4,Precision,1.0,0,test
4,Recall,0.4,0,test
4,Accuracy,0.8702702702702703,0,test
5,MCC,0.5777786371503536,0,test
5,Precision,0.8636363636363636,0,test
5,Recall,0.475,0,test
5,Accuracy,0.8702702702702703,0,test
6,MCC,0.5777786371503536,0,test
6,Precision,0.8636363636363636,0,test
6,Recall,0.475,0,test
6,Accuracy,0.8702702702702703,0,test
7,MCC,0.5777786371503536,0,test
7,Precision,0.8636363636363636,0,test
7,Recall,0.475,0,test
7,Accuracy,0.8702702702702703,0,test
8,MCC,0.5777786371503536,0,test
8,Precision,0.8636363636363636,0,test
8,Recall,0.475,0,test
8,Accuracy,0.8702702702702703,0,test
9,MCC,0.5777786371503536,0,test
9,Precision,0.8636363636363636,0,test
9,Recall,0.475,0,test
9,Accuracy,0.8702702702702703,0,test
10,MCC,0.5582802556688995,0,test
10,Precision,0.71875,0,test
10,Recall,0.575,0,test
10,Accuracy,0.8594594594594595,0,test
11,MCC,0.5582802556688995,0,test
11,Precision,0.71875,0,test
11,Recall,0.575,0,test
11,Accuracy,0.8594594594594595,0,test
12,MCC,0.5582802556688995,0,test
12,Precision,0.71875,0,test
12,Recall,0.575,0,test
12,Accuracy,0.8594594594594595,0,test
13,MCC,0.5582802556688995,0,test
13,Precision,0.71875,0,test
13,Recall,0.575,0,test
13,Accuracy,0.8594594594594595,0,test
14,MCC,0.5582802556688995,0,test
14,Precision,0.71875,0,test
14,Recall,0.575,0,test
14,Accuracy,0.8594594594594595,0,test
15,MCC,0.5777786371503536,0,test
15,Precision,0.8636363636363636,0,test
15,Recall,0.475,0,test
15,Accuracy,0.8702702702702703,0,test
16,MCC,0.5777786371503536,0,test
16,Precision,0.8636363636363636,0,test
16,Recall,0.475,0,test
16,Accuracy,0.8702702702702703,0,test
17,MCC,0.5777786371503536,0,test
17,Precision,0.8636363636363636,0,test
17,Recall,0.475,0,test
17,Accuracy,0.8702702702702703,0,test
18,MCC,0.5777786371503536,0,test
18,Precision,0.8636363636363636,0,test
18,Recall,0.475,0,test
18,Accuracy,0.8702702702702703,0,test
19,MCC,0.5777786371503536,0,test
19,Precision,0.8636363636363636,0,test
19,Recall,0.475,0,test
19,Accuracy,0.8702702702702703,0,test
20,MCC,0.5777786371503536,0,test
20,Precision,0.8636363636363636,0,test
20,Recall,0.475,0,test
20,Accuracy,0.8702702702702703,0,test
21,MCC,0.5777786371503536,0,test
21,Precision,0.8636363636363636,0,test
21,Recall,0.475,0,test
21,Accuracy,0.8702702702702703,0,test
22,MCC,0.5777786371503536,0,test
22,Precision,0.8636363636363636,0,test
22,Recall,0.475,0,test
22,Accuracy,0.8702702702702703,0,test
23,MCC,0.5777786371503536,0,test
23,Precision,0.8636363636363636,0,test
23,Recall,0.475,0,test
23,Accuracy,0.8702702702702703,0,test
24,MCC,0.5582802556688995,0,test
24,Precision,0.71875,0,test
24,Recall,0.575,0,test
24,Accuracy,0.8594594594594595,0,test
25,MCC,0.5582802556688995,0,test
25,Precision,0.71875,0,test
25,Recall,0.575,0,test
25,Accuracy,0.8594594594594595,0,test
26,MCC,0.5582802556688995,0,test
26,Precision,0.71875,0,test
26,Recall,0.575,0,test
26,Accuracy,0.8594594594594595,0,test
27,MCC,0.5582802556688995,0,test
27,Precision,0.71875,0,test
27,Recall,0.575,0,test
27,Accuracy,0.8594594594594595,0,test
28,MCC,0.5582802556688995,0,test
28,Precision,0.71875,0,test
28,Recall,0.575,0,test
28,Accuracy,0.8594594594594595,0,test
29,MCC,0.5582802556688995,0,test
29,Precision,0.71875,0,test
29,Recall,0.575,0,test
29,Accuracy,0.8594594594594595,0,test
30,MCC,0.5582802556688995,0,test
30,Precision,0.71875,0,test
30,Recall,0.575,0,test
30,Accuracy,0.8594594594594595,0,test
0,MCC,0.07853203284584738,1,test
0,Precision,0.2708333333333333,1,test
0,Recall,0.325,1,test
0,Accuracy,0.6648648648648648,1,test
1,MCC,0.4323407751520036,1,test
1,Precision,0.6129032258064516,1,test
1,Recall,0.475,1,test
1,Accuracy,0.8216216216216217,1,test
2,MCC,0.0388761805805281,1,test
2,Precision,0.24444444444444444,1,test
2,Recall,0.275,1,test
2,Accuracy,0.6594594594594595,1,test
3,MCC,0.5432283210815232,1,test
3,Precision,0.7692307692307693,1,test
3,Recall,0.5,1,test
3,Accuracy,0.8594594594594595,1,test
4,MCC,0.5432283210815232,1,test
4,Precision,0.7692307692307693,1,test
4,Recall,0.5,1,test
4,Accuracy,0.8594594594594595,1,test
5,MCC,0.5432283210815232,1,test
5,Precision,0.7692307692307693,1,test
5,Recall,0.5,1,test
5,Accuracy,0.8594594594594595,1,test
6,MCC,0.5432283210815232,1,test
6,Precision,0.7692307692307693,1,test
6,Recall,0.5,1,test
6,Accuracy,0.8594594594594595,1,test
7,MCC,0.5432283210815232,1,test
7,Precision,0.7692307692307693,1,test
7,Recall,0.5,1,test
7,Accuracy,0.8594594594594595,1,test
8,MCC,0.5432283210815232,1,test
8,Precision,0.7692307692307693,1,test
8,Recall,0.5,1,test
8,Accuracy,0.8594594594594595,1,test
9,MCC,0.5432283210815232,1,test
9,Precision,0.7692307692307693,1,test
9,Recall,0.5,1,test
9,Accuracy,0.8594594594594595,1,test
10,MCC,0.5432283210815232,1,test
10,Precision,0.7692307692307693,1,test
10,Recall,0.5,1,test
10,Accuracy,0.8594594594594595,1,test
11,MCC,0.5432283210815232,1,test
11,Precision,0.7692307692307693,1,test
11,Recall,0.5,1,test
11,Accuracy,0.8594594594594595,1,test
12,MCC,0.5432283210815232,1,test
12,Precision,0.7692307692307693,1,test
12,Recall,0.5,1,test
12,Accuracy,0.8594594594594595,1,test
13,MCC,0.5432283210815232,1,test
13,Precision,0.7692307692307693,1,test
13,Recall,0.5,1,test
13,Accuracy,0.8594594594594595,1,test
14,MCC,0.5432283210815232,1,test
14,Precision,0.7692307692307693,1,test
14,Recall,0.5,1,test
14,Accuracy,0.8594594594594595,1,test
15,MCC,0.5432283210815232,1,test
15,Precision,0.7692307692307693,1,test
15,Recall,0.5,1,test
15,Accuracy,0.8594594594594595,1,test
16,MCC,0.5432283210815232,1,test
16,Precision,0.7692307692307693,1,test
16,Recall,0.5,1,test
16,Accuracy,0.8594594594594595,1,test
17,MCC,0.5432283210815232,1,test
17,Precision,0.7692307692307693,1,test
17,Recall,0.5,1,test
17,Accuracy,0.8594594594594595,1,test
18,MCC,0.5432283210815232,1,test
18,Precision,0.7692307692307693,1,test
18,Recall,0.5,1,test
18,Accuracy,0.8594594594594595,1,test
19,MCC,0.5432283210815232,1,test
19,Precision,0.7692307692307693,1,test
19,Recall,0.5,1,test
19,Accuracy,0.8594594594594595,1,test
20,MCC,0.5432283210815232,1,test
20,Precision,0.7692307692307693,1,test
20,Recall,0.5,1,test
20,Accuracy,0.8594594594594595,1,test
21,MCC,0.5432283210815232,1,test
21,Precision,0.7692307692307693,1,test
21,Recall,0.5,1,test
21,Accuracy,0.8594594594594595,1,test
22,MCC,0.5432283210815232,1,test
22,Precision,0.7692307692307693,1,test
22,Recall,0.5,1,test
22,Accuracy,0.8594594594594595,1,test
23,MCC,0.5432283210815232,1,test
23,Precision,0.7692307692307693,1,test
23,Recall,0.5,1,test
23,Accuracy,0.8594594594594595,1,test
24,MCC,0.5432283210815232,1,test
24,Precision,0.7692307692307693,1,test
24,Recall,0.5,1,test
24,Accuracy,0.8594594594594595,1,test
25,MCC,0.5432283210815232,1,test
25,Precision,0.7692307692307693,1,test
25,Recall,0.5,1,test
25,Accuracy,0.8594594594594595,1,test
26,MCC,0.5432283210815232,1,test
26,Precision,0.7692307692307693,1,test
26,Recall,0.5,1,test
26,Accuracy,0.8594594594594595,1,test
27,MCC,0.5432283210815232,1,test
27,Precision,0.7692307692307693,1,test
27,Recall,0.5,1,test
27,Accuracy,0.8594594594594595,1,test
28,MCC,0.5432283210815232,1,test
28,Precision,0.7692307692307693,1,test
28,Recall,0.5,1,test
28,Accuracy,0.8594594594594595,1,test
29,MCC,0.5680907188553058,1,test
29,Precision,0.7586206896551724,1,test
29,Recall,0.55,1,test
29,Accuracy,0.8648648648648649,1,test
