Run,Number of labeled points,Model,Metric,Value,Set,Approach,Dash
0,24,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,24,Discriminative,F1,0.6233766233766234,test,Active WeaSuL,
0,25,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,25,Discriminative,F1,0.6329113924050633,test,Active WeaSuL,
0,26,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,26,Discriminative,F1,0.6153846153846154,test,Active WeaSuL,
0,27,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,27,Discriminative,F1,0.6233766233766234,test,Active WeaSuL,
0,28,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,28,Discriminative,F1,0.631578947368421,test,Active WeaSuL,
0,29,Generative,F1,0.5070422535211268,test,Active WeaSuL,
0,29,Discriminative,F1,0.6233766233766234,test,Active WeaSuL,
0,30,Generative,F1,0.5070422535211268,test,Active WeaSuL,
0,30,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,31,Generative,F1,0.5070422535211268,test,Active WeaSuL,
0,31,Discriminative,F1,0.6493506493506493,test,Active WeaSuL,
0,32,Generative,F1,0.5070422535211268,test,Active WeaSuL,
0,32,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,33,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,33,Discriminative,F1,0.6410256410256411,test,Active WeaSuL,
0,34,Generative,F1,0.5070422535211268,test,Active WeaSuL,
0,34,Discriminative,F1,0.6329113924050633,test,Active WeaSuL,
0,35,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,35,Discriminative,F1,0.6329113924050633,test,Active WeaSuL,
0,36,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,36,Discriminative,F1,0.65,test,Active WeaSuL,
0,37,Generative,F1,0.5070422535211268,test,Active WeaSuL,
0,37,Discriminative,F1,0.6233766233766234,test,Active WeaSuL,
0,38,Generative,F1,0.5070422535211268,test,Active WeaSuL,
0,38,Discriminative,F1,0.6829268292682927,test,Active WeaSuL,
0,39,Generative,F1,0.5070422535211268,test,Active WeaSuL,
0,39,Discriminative,F1,0.6075949367088608,test,Active WeaSuL,
0,40,Generative,F1,0.5070422535211268,test,Active WeaSuL,
0,40,Discriminative,F1,0.5915492957746479,test,Active WeaSuL,
0,41,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,41,Discriminative,F1,0.6376811594202898,test,Active WeaSuL,
0,42,Generative,F1,0.5070422535211268,test,Active WeaSuL,
0,42,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,43,Generative,F1,0.5070422535211268,test,Active WeaSuL,
0,43,Discriminative,F1,0.647887323943662,test,Active WeaSuL,
0,44,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,44,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,45,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,45,Discriminative,F1,0.6388888888888888,test,Active WeaSuL,
0,46,Generative,F1,0.5070422535211268,test,Active WeaSuL,
0,46,Discriminative,F1,0.5882352941176471,test,Active WeaSuL,
0,47,Generative,F1,0.5070422535211268,test,Active WeaSuL,
0,47,Discriminative,F1,0.6486486486486487,test,Active WeaSuL,
0,48,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,48,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,49,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,49,Discriminative,F1,0.6197183098591549,test,Active WeaSuL,
0,50,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,50,Discriminative,F1,0.6376811594202898,test,Active WeaSuL,
0,51,Generative,F1,0.6233766233766234,test,Active WeaSuL,
0,51,Discriminative,F1,0.5797101449275363,test,Active WeaSuL,
0,52,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,52,Discriminative,F1,0.6756756756756757,test,Active WeaSuL,
0,53,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,53,Discriminative,F1,0.6086956521739131,test,Active WeaSuL,
0,54,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,54,Discriminative,F1,0.6571428571428571,test,Active WeaSuL,
0,55,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,55,Discriminative,F1,0.647887323943662,test,Active WeaSuL,
0,56,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,56,Discriminative,F1,0.684931506849315,test,Active WeaSuL,
0,57,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,57,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,58,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,58,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,59,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,59,Discriminative,F1,0.6842105263157895,test,Active WeaSuL,
0,60,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,60,Discriminative,F1,0.6575342465753424,test,Active WeaSuL,
0,61,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,61,Discriminative,F1,0.6571428571428571,test,Active WeaSuL,
0,62,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,62,Discriminative,F1,0.647887323943662,test,Active WeaSuL,
0,63,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,63,Discriminative,F1,0.6756756756756757,test,Active WeaSuL,
0,64,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,64,Discriminative,F1,0.6857142857142857,test,Active WeaSuL,
0,65,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,65,Discriminative,F1,0.6756756756756757,test,Active WeaSuL,
0,66,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,66,Discriminative,F1,0.6285714285714286,test,Active WeaSuL,
0,67,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,67,Discriminative,F1,0.676056338028169,test,Active WeaSuL,
0,68,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,68,Discriminative,F1,0.6376811594202898,test,Active WeaSuL,
0,69,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,69,Discriminative,F1,0.7012987012987013,test,Active WeaSuL,
0,70,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,70,Discriminative,F1,0.6301369863013698,test,Active WeaSuL,
0,71,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,71,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,72,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,72,Discriminative,F1,0.6285714285714286,test,Active WeaSuL,
0,73,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,73,Discriminative,F1,0.6486486486486487,test,Active WeaSuL,
0,74,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,74,Discriminative,F1,0.6923076923076923,test,Active WeaSuL,
0,75,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,75,Discriminative,F1,0.684931506849315,test,Active WeaSuL,
0,76,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,76,Discriminative,F1,0.684931506849315,test,Active WeaSuL,
0,77,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,77,Discriminative,F1,0.6575342465753424,test,Active WeaSuL,
0,78,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,78,Discriminative,F1,0.6486486486486487,test,Active WeaSuL,
0,79,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,79,Discriminative,F1,0.7123287671232876,test,Active WeaSuL,
0,80,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,80,Discriminative,F1,0.6756756756756757,test,Active WeaSuL,
0,81,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,81,Discriminative,F1,0.6486486486486487,test,Active WeaSuL,
0,82,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,82,Discriminative,F1,0.6575342465753424,test,Active WeaSuL,
0,83,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,83,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,84,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,84,Discriminative,F1,0.631578947368421,test,Active WeaSuL,
0,85,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,85,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,86,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,86,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,87,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,87,Discriminative,F1,0.6111111111111112,test,Active WeaSuL,
0,88,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,88,Discriminative,F1,0.64,test,Active WeaSuL,
0,89,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,89,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,90,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,90,Discriminative,F1,0.684931506849315,test,Active WeaSuL,
0,91,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,91,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,92,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,92,Discriminative,F1,0.6086956521739131,test,Active WeaSuL,
0,93,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,93,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,94,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,94,Discriminative,F1,0.6216216216216216,test,Active WeaSuL,
0,95,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,95,Discriminative,F1,0.647887323943662,test,Active WeaSuL,
0,96,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,96,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,97,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,97,Discriminative,F1,0.647887323943662,test,Active WeaSuL,
0,98,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,98,Discriminative,F1,0.6756756756756757,test,Active WeaSuL,
0,99,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,99,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,100,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,100,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,101,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,101,Discriminative,F1,0.647887323943662,test,Active WeaSuL,
0,102,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,102,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,103,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,103,Discriminative,F1,0.64,test,Active WeaSuL,
0,104,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,104,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,105,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,105,Discriminative,F1,0.6493506493506493,test,Active WeaSuL,
0,106,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,106,Discriminative,F1,0.6753246753246753,test,Active WeaSuL,
0,107,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,107,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,108,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,108,Discriminative,F1,0.6753246753246753,test,Active WeaSuL,
0,109,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,109,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,110,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,110,Discriminative,F1,0.7012987012987013,test,Active WeaSuL,
0,111,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,111,Discriminative,F1,0.7088607594936709,test,Active WeaSuL,
0,112,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,112,Discriminative,F1,0.7,test,Active WeaSuL,
0,113,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,113,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,114,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,114,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,115,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,115,Discriminative,F1,0.6756756756756757,test,Active WeaSuL,
0,116,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,116,Discriminative,F1,0.6842105263157895,test,Active WeaSuL,
0,117,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,117,Discriminative,F1,0.6842105263157895,test,Active WeaSuL,
0,118,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,118,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,119,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,119,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,120,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,120,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,121,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,121,Discriminative,F1,0.6753246753246753,test,Active WeaSuL,
0,122,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,122,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,123,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,123,Discriminative,F1,0.6493506493506493,test,Active WeaSuL,
0,124,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,124,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,125,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,125,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,126,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,126,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,127,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,127,Discriminative,F1,0.6410256410256411,test,Active WeaSuL,
0,128,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,128,Discriminative,F1,0.6756756756756757,test,Active WeaSuL,
0,129,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,129,Discriminative,F1,0.6753246753246753,test,Active WeaSuL,
0,130,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,130,Discriminative,F1,0.6493506493506493,test,Active WeaSuL,
0,131,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,131,Discriminative,F1,0.6329113924050633,test,Active WeaSuL,
0,132,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,132,Discriminative,F1,0.6582278481012658,test,Active WeaSuL,
0,133,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,133,Discriminative,F1,0.6582278481012658,test,Active WeaSuL,
0,134,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,134,Discriminative,F1,0.6753246753246753,test,Active WeaSuL,
0,135,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,135,Discriminative,F1,0.6835443037974683,test,Active WeaSuL,
0,136,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,136,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,137,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,137,Discriminative,F1,0.6410256410256411,test,Active WeaSuL,
0,138,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,138,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,139,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,139,Discriminative,F1,0.631578947368421,test,Active WeaSuL,
0,140,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,140,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,141,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,141,Discriminative,F1,0.6582278481012658,test,Active WeaSuL,
0,142,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,142,Discriminative,F1,0.6493506493506493,test,Active WeaSuL,
0,143,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,143,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,144,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,144,Discriminative,F1,0.691358024691358,test,Active WeaSuL,
0,145,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,145,Discriminative,F1,0.675,test,Active WeaSuL,
0,146,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,146,Discriminative,F1,0.65,test,Active WeaSuL,
0,147,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,147,Discriminative,F1,0.6582278481012658,test,Active WeaSuL,
0,148,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,148,Discriminative,F1,0.6835443037974683,test,Active WeaSuL,
0,149,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,149,Discriminative,F1,0.7560975609756098,test,Active WeaSuL,
0,150,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,150,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,151,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,151,Discriminative,F1,0.6923076923076923,test,Active WeaSuL,
0,152,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,152,Discriminative,F1,0.6753246753246753,test,Active WeaSuL,
0,153,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,153,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,154,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,154,Discriminative,F1,0.7,test,Active WeaSuL,
0,155,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,155,Discriminative,F1,0.6835443037974683,test,Active WeaSuL,
0,156,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,156,Discriminative,F1,0.6823529411764706,test,Active WeaSuL,
0,157,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,157,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,158,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,158,Discriminative,F1,0.725,test,Active WeaSuL,
0,159,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,159,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,160,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,160,Discriminative,F1,0.7317073170731707,test,Active WeaSuL,
0,161,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,161,Discriminative,F1,0.6987951807228916,test,Active WeaSuL,
0,162,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,162,Discriminative,F1,0.7,test,Active WeaSuL,
0,163,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,163,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,164,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,164,Discriminative,F1,0.6582278481012658,test,Active WeaSuL,
0,165,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,165,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,166,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,166,Discriminative,F1,0.7,test,Active WeaSuL,
0,167,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,167,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,168,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,168,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,169,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,169,Discriminative,F1,0.7,test,Active WeaSuL,
0,170,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,170,Discriminative,F1,0.725,test,Active WeaSuL,
0,171,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,171,Discriminative,F1,0.691358024691358,test,Active WeaSuL,
0,172,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,172,Discriminative,F1,0.64,test,Active WeaSuL,
0,173,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,173,Discriminative,F1,0.6753246753246753,test,Active WeaSuL,
0,174,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,174,Discriminative,F1,0.6753246753246753,test,Active WeaSuL,
0,175,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,175,Discriminative,F1,0.6923076923076923,test,Active WeaSuL,
0,176,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,176,Discriminative,F1,0.7142857142857143,test,Active WeaSuL,
0,177,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,177,Discriminative,F1,0.7407407407407407,test,Active WeaSuL,
0,178,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,178,Discriminative,F1,0.7073170731707317,test,Active WeaSuL,
0,179,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,179,Discriminative,F1,0.7160493827160493,test,Active WeaSuL,
0,180,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,180,Discriminative,F1,0.6835443037974683,test,Active WeaSuL,
0,181,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,181,Discriminative,F1,0.6582278481012658,test,Active WeaSuL,
0,182,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,182,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,183,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,183,Discriminative,F1,0.6835443037974683,test,Active WeaSuL,
0,184,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,184,Discriminative,F1,0.6582278481012658,test,Active WeaSuL,
0,185,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,185,Discriminative,F1,0.6753246753246753,test,Active WeaSuL,
0,186,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,186,Discriminative,F1,0.65,test,Active WeaSuL,
0,187,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,187,Discriminative,F1,0.631578947368421,test,Active WeaSuL,
0,188,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,188,Discriminative,F1,0.6493506493506493,test,Active WeaSuL,
0,189,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,189,Discriminative,F1,0.691358024691358,test,Active WeaSuL,
0,190,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,190,Discriminative,F1,0.6578947368421053,test,Active WeaSuL,
0,191,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,191,Discriminative,F1,0.6582278481012658,test,Active WeaSuL,
0,192,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,192,Discriminative,F1,0.64,test,Active WeaSuL,
0,193,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,193,Discriminative,F1,0.631578947368421,test,Active WeaSuL,
0,194,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,194,Discriminative,F1,0.675,test,Active WeaSuL,
0,195,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,195,Discriminative,F1,0.6923076923076923,test,Active WeaSuL,
0,196,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,196,Discriminative,F1,0.5915492957746479,test,Active WeaSuL,
0,197,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,197,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,198,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,198,Discriminative,F1,0.7294117647058823,test,Active WeaSuL,
0,199,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,199,Discriminative,F1,0.5915492957746479,test,Active WeaSuL,
0,200,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,200,Discriminative,F1,0.6216216216216216,test,Active WeaSuL,
0,201,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,201,Discriminative,F1,0.6746987951807228,test,Active WeaSuL,
0,202,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,202,Discriminative,F1,0.7160493827160493,test,Active WeaSuL,
0,203,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,203,Discriminative,F1,0.6666666666666666,test,Active WeaSuL,
0,204,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,204,Discriminative,F1,0.7058823529411765,test,Active WeaSuL,
0,205,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,205,Discriminative,F1,0.6410256410256411,test,Active WeaSuL,
0,206,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,206,Discriminative,F1,0.6823529411764706,test,Active WeaSuL,
0,207,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,207,Discriminative,F1,0.7,test,Active WeaSuL,
0,208,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,208,Discriminative,F1,0.675,test,Active WeaSuL,
0,209,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,209,Discriminative,F1,0.65,test,Active WeaSuL,
0,210,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,210,Discriminative,F1,0.6329113924050633,test,Active WeaSuL,
0,211,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,211,Discriminative,F1,0.5833333333333334,test,Active WeaSuL,
0,212,Generative,F1,0.6052631578947368,test,Active WeaSuL,
0,212,Discriminative,F1,0.6582278481012658,test,Active WeaSuL,
